# This file specifies the times (floored bkjd) and skygroups during which
# an anomalous number of long-period (>50 days) transits were detected.
#
# bkjd skygroup
954.50 65
957.50 58
963.50 40
965.00 56
968.00 31
968.00 63
970.00 58
970.00 75
970.50 58
971.00 58
971.50 26
971.50 58
972.00 14
972.00 26
972.00 42
972.00 58
972.50 26
972.50 58
973.00 26
973.00 58
973.50 26
973.50 58
974.00 23
974.00 58
974.50 26
974.50 58
975.00 58
975.50 58
977.50 50
978.00 65
978.50 18
979.00 13
979.50 57
987.50 70
990.50 61
990.50 75
995.50 59
998.00 31
1002.00 73
1002.00 74
1003.00 18
1004.00 75
1004.00 78
1004.00 80
1006.00 41
1006.50 39
1006.50 41
1006.50 80
1007.00 38
1007.50 75
1008.00 1
1008.00 9
1008.00 41
1008.00 76
1008.00 79
1008.50 18
1008.50 24
1008.50 41
1008.50 78
1009.50 41
1009.50 49
1010.00 41
1010.50 63
1011.00 41
1011.00 66
1011.50 26
1011.50 60
1011.50 66
1012.50 41
1015.00 41
1016.50 73
1017.50 56
1017.50 74
1019.00 83
1021.00 64
1021.00 78
1023.50 57
1036.50 18
1037.00 61
1037.50 38
1037.50 75
1038.50 41
1038.50 70
1039.00 41
1039.50 41
1040.00 41
1042.00 80
1043.00 60
1045.50 60
1049.50 76
1050.00 18
1050.00 66
1051.50 79
1052.00 66
1052.00 75
1052.50 76
1053.50 73
1054.00 78
1054.50 55
1057.50 38
1062.50 58
1066.00 74
1067.00 80
1071.00 62
1076.00 45
1076.00 53
1076.50 77
1077.50 53
1083.00 54
1086.50 65
1086.50 74
1088.50 53
1089.00 62
1091.00 66
1093.50 2
1093.50 7
1093.50 13
1093.50 15
1093.50 20
1093.50 26
1093.50 29
1093.50 30
1093.50 31
1093.50 41
1093.50 49
1093.50 59
1093.50 61
1093.50 62
1093.50 64
1093.50 66
1093.50 76
1093.50 77
1093.50 78
1093.50 79
1093.50 80
1094.00 73
1096.50 66
1101.50 1
1101.50 75
1104.50 13
1104.50 59
1106.50 17
1107.00 24
1109.50 68
1110.00 83
1111.00 80
1111.50 82
1112.50 18
1113.00 18
1113.50 76
1114.50 49
1116.00 49
1116.00 73
1116.50 60
1119.50 51
1119.50 60
1120.50 56
1122.00 18
1122.00 57
1122.00 66
1128.00 58
1128.50 58
1129.00 80
1132.00 31
1139.50 79
1140.00 45
1141.50 35
1144.50 15
1145.50 84
1157.50 75
1158.00 76
1161.00 73
1163.00 73
1165.50 38
1172.50 73
1173.50 81
1178.00 56
1179.00 26
1183.50 78
1185.00 39
1185.00 59
1185.00 67
1185.00 75
1185.00 76
1185.00 83
1187.00 80
1188.50 81
1189.50 76
1190.00 80
1190.50 53
1191.00 57
1194.00 68
1196.50 58
1199.50 60
1201.00 73
1201.50 19
1201.50 53
1204.00 31
1205.00 78
1207.50 74
1208.00 59
1212.50 17
1218.00 80
1219.00 84
1220.50 60
1220.50 74
1222.00 74
1226.50 76
1231.00 33
1231.50 71
1231.50 74
1232.00 38
1232.00 79
1232.00 80
1232.50 83
1233.50 61
1234.50 76
1235.50 18
1236.00 19
1236.00 84
1236.50 79
1239.00 18
1239.50 18
1239.50 40
1240.00 73
1240.50 18
1240.50 67
1242.00 18
1247.00 36
1248.00 66
1250.00 66
1251.00 66
1253.00 61
1253.00 66
1254.50 35
1255.50 60
1256.00 18
1256.00 43
1256.00 66
1256.50 43
1258.50 43
1259.00 43
1259.00 82
1259.50 18
1259.50 43
1260.00 43
1260.50 43
1261.00 43
1262.00 43
1262.50 43
1263.50 43
1264.00 43
1264.50 62
1265.50 43
1269.50 45
1270.50 43
1274.50 58
1274.50 81
1275.00 58
1276.00 54
1276.00 58
1276.00 68
1278.00 68
1278.00 75
1278.50 32
1279.00 47
1282.50 22
1283.50 58
1284.50 65
1285.50 46
1285.50 58
1287.00 58
1289.00 67
1292.50 24
1294.50 66
1298.50 42
1299.00 75
1302.50 38
1308.00 58
1308.50 57
1312.50 33
1313.50 68
1314.00 40
1334.50 26
1338.00 58
1338.50 26
1338.50 58
1338.50 65
1339.00 26
1339.00 58
1339.50 26
1339.50 42
1339.50 58
1340.00 58
1340.50 58
1341.00 58
1341.50 26
1341.50 58
1342.00 26
1342.00 58
1342.50 14
1342.50 58
1343.00 58
1343.50 58
1344.50 58
1345.00 38
1345.00 83
1345.50 58
1346.50 75
1347.50 58
1349.00 63
1350.50 75
1351.00 65
1353.00 83
1353.50 76
1360.50 47
1360.50 55
1361.00 81
1362.00 18
1363.50 76
1364.00 57
1364.00 73
1365.00 84
1369.00 60
1375.50 66
1376.50 73
1377.50 13
1378.00 43
1379.00 60
1379.50 41
1379.50 75
1380.00 41
1380.00 45
1380.50 41
1382.00 41
1382.00 80
1382.50 41
1382.50 60
1383.00 41
1383.00 81
1383.50 41
1384.00 41
1384.50 79
1385.50 41
1386.00 55
1386.50 74
1387.50 31
1388.00 41
1388.50 5
1389.50 41
1390.50 75
1390.50 81
1393.50 70
1395.00 75
1395.00 78
1396.50 64
1398.00 66
1400.00 59
1401.50 73
1403.00 73
1407.50 41
1408.00 79
1408.50 56
1409.00 41
1409.50 41
1410.00 41
1410.00 83
1411.00 59
1413.00 7
1413.50 73
1415.50 74
1419.00 70
1420.50 18
1420.50 38
1420.50 66
1421.50 18
1421.50 66
1422.00 61
1423.00 18
1423.50 68
1423.50 84
1424.50 59
1425.00 18
1425.00 81
1426.50 31
1427.50 66
1430.00 76
1430.50 56
1435.50 58
1435.50 80
1441.00 62
1451.00 42
1451.50 51
1456.50 78
1457.00 41
1459.00 13
1460.50 65
1462.00 77
1465.50 18
1473.00 18
1473.00 65
1473.50 47
1474.50 18
1478.00 75
1485.00 54
1490.50 26
1491.50 58
1491.50 60
1492.00 40
1494.00 78
1494.50 51
1495.00 60
1495.50 44
1495.50 75
1496.00 61
1496.50 69
1499.00 81
1500.50 33
1500.50 73
1504.00 83
1504.50 68
1508.00 75
1510.00 80
1514.00 49
1515.00 60
1517.50 56
1517.50 77
1520.50 31
1521.00 61
1525.00 39
1528.00 26
1528.50 58
1529.50 59
1529.50 84
1531.00 51
1532.50 73
1535.50 58
1535.50 67
1536.50 73
1538.00 77
1540.50 76
1542.50 54
1542.50 78
1543.00 62
1547.50 56
1548.50 58
1549.00 18
1549.00 74
1549.00 80
1550.00 57
1550.00 64
1555.50 58
1560.00 62
1560.50 61
1561.00 81
1561.50 66
1561.50 75
1562.50 82
1565.50 47
1566.50 79
1566.50 80
1570.00 55
1570.00 73
1570.00 76
1570.50 61
1572.50 73
1574.50 1
1575.00 59
1575.00 82
1575.50 75
1575.50 83
1576.00 76
1576.50 74
1577.00 75
1577.50 40
1578.00 78
373.5 1
373.5 2
373.5 3
373.5 4
373.5 5
373.5 6
373.5 7
373.5 8
373.5 9
373.5 10
373.5 11
373.5 12
373.5 13
373.5 14
373.5 15
373.5 16
373.5 17
373.5 18
373.5 19
373.5 20
373.5 21
373.5 22
373.5 23
373.5 24
373.5 25
373.5 26
373.5 27
373.5 28
373.5 29
373.5 30
373.5 31
373.5 32
373.5 33
373.5 34
373.5 35
373.5 36
373.5 37
373.5 38
373.5 39
373.5 40
373.5 41
373.5 42
373.5 43
373.5 44
373.5 45
373.5 46
373.5 47
373.5 48
373.5 49
373.5 50
373.5 51
373.5 52
373.5 53
373.5 54
373.5 55
373.5 56
373.5 57
373.5 58
373.5 59
373.5 60
373.5 61
373.5 62
373.5 63
373.5 64
373.5 65
373.5 66
373.5 67
373.5 68
373.5 69
373.5 70
373.5 71
373.5 72
373.5 73
373.5 74
373.5 75
373.5 76
373.5 77
373.5 78
373.5 79
373.5 80
373.5 81
373.5 82
373.5 83
373.5 84
1093.5 1
1093.5 2
1093.5 3
1093.5 4
1093.5 5
1093.5 6
1093.5 7
1093.5 8
1093.5 9
1093.5 10
1093.5 11
1093.5 12
1093.5 13
1093.5 14
1093.5 15
1093.5 16
1093.5 17
1093.5 18
1093.5 19
1093.5 20
1093.5 21
1093.5 22
1093.5 23
1093.5 24
1093.5 25
1093.5 26
1093.5 27
1093.5 28
1093.5 29
1093.5 30
1093.5 31
1093.5 32
1093.5 33
1093.5 34
1093.5 35
1093.5 36
1093.5 37
1093.5 38
1093.5 39
1093.5 40
1093.5 41
1093.5 42
1093.5 43
1093.5 44
1093.5 45
1093.5 46
1093.5 47
1093.5 48
1093.5 49
1093.5 50
1093.5 51
1093.5 52
1093.5 53
1093.5 54
1093.5 55
1093.5 56
1093.5 57
1093.5 58
1093.5 59
1093.5 60
1093.5 61
1093.5 62
1093.5 63
1093.5 64
1093.5 65
1093.5 66
1093.5 67
1093.5 68
1093.5 69
1093.5 70
1093.5 71
1093.5 72
1093.5 73
1093.5 74
1093.5 75
1093.5 76
1093.5 77
1093.5 78
1093.5 79
1093.5 80
1093.5 81
1093.5 82
1093.5 83
1093.5 84
