skygroup,season,n_transits,n_tces,n_days,transits_per_day,channel
65,0,50,14,369.3986369999984,0.13535512855722912,17
65,1,41,11,373.42409999998927,0.10979473472655134,57
65,2,37,12,325.28240000001097,0.11374731617818472,65
65,3,41,12,347.63679499999853,0.1179391841994176,25
66,0,39,9,369.3986369999984,0.10557700027463872,18
66,1,41,11,373.42409999998927,0.10979473472655134,58
66,2,36,9,325.28240000001097,0.11067306438958513,66
66,3,47,14,347.63679499999853,0.13519857700908847,26
67,0,35,10,369.3986369999984,0.09474858999006039,19
67,1,38,10,373.42409999998927,0.1017609736489988,59
67,2,26,6,325.28240000001097,0.07993054650358926,67
67,3,43,13,347.63679499999853,0.12369231513597455,27
68,0,33,10,369.3986369999984,0.08933438484777122,20
68,1,44,13,373.42409999998927,0.11782849580410387,60
68,2,33,12,325.28240000001097,0.10145030902378636,68
68,3,41,13,347.63679499999853,0.1179391841994176,28
69,0,26,7,369.3986369999984,0.07038466684975915,13
69,1,31,7,373.42409999998927,0.08301553113470955,73
69,2,21,7,325.28240000001097,0.06455928756059133,69
69,3,30,8,347.63679499999853,0.08629696404835434,9
70,0,51,13,369.3986369999984,0.1380622311283737,14
70,1,50,15,373.42409999998927,0.13389601795920894,74
70,2,54,15,325.28240000001097,0.1660095965843777,70
70,3,43,12,347.63679499999853,0.12369231513597455,10
71,0,43,11,369.3986369999984,0.11640541055921705,15
71,1,44,12,373.42409999998927,0.11782849580410387,75
71,2,34,11,325.28240000001097,0.10452456081238595,71
71,3,38,11,347.63679499999853,0.10930948779458216,11
72,0,29,7,369.3986369999984,0.07850597456319289,16
72,1,31,7,373.42409999998927,0.08301553113470955,76
72,2,23,7,325.28240000001097,0.0707077911377905,72
72,3,24,7,347.63679499999853,0.06903757123868347,12
73,0,29,8,369.3986369999984,0.07850597456319289,9
73,1,24,8,373.42409999998927,0.06427008862042029,13
73,2,28,10,325.28240000001097,0.08607905008078844,73
73,3,31,9,347.63679499999853,0.08917352951663282,69
74,0,35,12,369.3986369999984,0.09474858999006039,10
74,1,37,14,373.42409999998927,0.09908305328981462,14
74,2,32,13,325.28240000001097,0.09837605723518679,74
74,3,32,13,347.63679499999853,0.09205009498491129,70
75,0,27,7,369.3986369999984,0.07309176942090373,11
75,1,27,7,373.42409999998927,0.07230384969797284,15
75,2,33,9,325.28240000001097,0.10145030902378636,75
75,3,24,6,347.63679499999853,0.06903757123868347,71
76,0,36,12,369.3986369999984,0.09745569256120497,12
76,1,35,11,373.42409999998927,0.09372721257144626,16
76,2,32,8,325.28240000001097,0.09837605723518679,76
76,3,35,8,347.63679499999853,0.10067979138974673,72
77,0,15,11,369.3986369999984,0.04060653856716874,5
77,1,56,15,373.42409999998927,0.149963540114314,33
77,2,45,12,325.28240000001097,0.1383413304869814,77
77,3,52,14,347.63679499999853,0.14958140435048084,49
78,0,11,9,369.3986369999984,0.029778128282590407,6
78,1,36,10,373.42409999998927,0.09640513293063044,34
78,2,32,9,325.28240000001097,0.09837605723518679,78
78,3,30,8,347.63679499999853,0.08629696404835434,50
79,0,12,12,369.3986369999984,0.03248523085373499,7
79,1,70,20,373.42409999998927,0.1874544251428925,35
79,2,45,19,325.28240000001097,0.1383413304869814,79
79,3,57,19,347.63679499999853,0.16396423169187324,51
80,0,10,9,369.3986369999984,0.027071025711445824,8
80,1,45,14,373.42409999998927,0.12050641616328805,36
80,2,39,12,325.28240000001097,0.1198958197553839,80
80,3,46,13,347.63679499999853,0.13232201154081,52
81,0,37,9,369.3986369999984,0.10016279513234955,1
81,1,40,11,373.42409999998927,0.10711681436736716,53
81,2,23,7,325.28240000001097,0.0707077911377905,81
81,3,28,7,347.63679499999853,0.08054383311179739,29
82,0,71,22,369.3986369999984,0.19220428255126534,2
82,1,63,17,373.42409999998927,0.16870898262860326,54
82,2,58,17,325.28240000001097,0.17830660373877605,82
82,3,64,19,347.63679499999853,0.18410018996982258,30
83,0,79,22,369.3986369999984,0.213861103120422,3
83,1,80,22,373.42409999998927,0.2142336287347343,55
83,2,69,22,325.28240000001097,0.2121233734133715,83
83,3,81,22,347.63679499999853,0.23300180293055672,31
84,0,46,13,369.3986369999984,0.1245267182726508,4
84,1,49,13,373.42409999998927,0.13121809760002476,56
84,2,40,12,325.28240000001097,0.12297007154398348,84
84,3,36,12,347.63679499999853,0.10355635685802521,32
