#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
004454752-03 004454752 03 375.77638369 456.62342672    16.8894     250.0   7.4381    2.990   1.816  4868 3.902    1.00553 0.015088  305.28      2.8      1.641
004454752-04 004454752 04 312.36291091 270.10319162    12.9099     649.0  15.9073    9.680   1.816  4868 3.902    0.88896 0.048848   47.47      6.0      2.100
004454810-01 004454810 01 383.27935984 385.34769595    82.4847   32609.8   8.2679   61.936   2.010  7100 3.972    1.15037 0.282379  284.31     33.0      6.951
004454810-02 004454810 02 462.23983218 151.64009411    79.9811    1183.2   5.5965    7.239   2.010  7100 3.972    1.30339 0.033006  541.99      2.2      5.415
004454810-03 004454810 03 547.98647216 364.01379234    64.9983   25796.2   6.4931   55.398   2.010  7100 3.972    1.45996 0.252572  486.33     36.3      4.316
004454906-01 004454906 01   0.99296452 132.62839659    10.0465       2.0   3.3191    0.227   1.571  6955 4.192    0.02180 0.001325    2.35      0.8  10888.182
004455763-01 004455763 01   0.76626944 131.82616992    16.1919     206.8   4.3904    1.537   0.996  6267 4.431    0.01626 0.014146    1.28     26.4   5185.580
004456107-01 004456107 01   0.94308283 131.75263784    12.4032      47.3   5.7693    1.331   1.909  7254 4.085    0.02209 0.006389    1.40     12.1  18521.467
004456622-01 004456622 01   0.75143152 131.85732041    29.4829    3516.3   2.9656    8.368   0.903  5697 4.460    0.01537 0.084923    1.37    259.7   3256.506
004456622-02 004456622 02 441.72588888 301.40923403     8.6716    1371.5   4.5000    3.317   0.903  5697 4.460    1.07876 0.033663  771.51     -1.0      0.661
004456940-01 004456940 01   1.96311210 131.57720634     9.7460      15.3  11.4489    0.540   1.307  6537 4.280    0.03250 0.003784    1.29      6.3   2646.459
004456940-02 004456940 02 169.99515905 211.30217298     9.6292     163.2  12.3222    1.788   1.307  6537 4.280    0.63607 0.012539   76.67      5.0      6.908
004456940-03 004456940 03  66.61153403 177.31249188     9.4715     132.4  18.1909    1.649   1.307  6537 4.280    0.34060 0.011561   18.00      5.8     24.091
004456940-04 004456940 04  41.42345393 158.09383458     9.0807     136.7  13.8801    1.715   1.307  6537 4.280    0.24815 0.012027   12.99      7.6     45.387
004456940-05 004456940 05 133.83930587 202.75825341     7.7760     252.5   2.7919    2.163   1.307  6537 4.280    0.54234 0.015163  312.54      8.9      9.502
004456997-01 004456997 01   2.89337583 133.74252538     7.6969      13.5  14.6149    1.023   2.416  8435 3.990    0.05074 0.003881    1.16      7.3  10282.361
004456997-02 004456997 02 575.75077824 355.15475102    11.6603     176.6   2.5920    3.728   2.416  8435 3.990    1.72949 0.014141  793.16      4.3      8.851
004456997-03 004456997 03 157.17094146 166.93667925     7.3615      74.9  16.8090    2.333   2.416  8435 3.990    0.72780 0.008849   41.04      3.3     49.981
004457122-01 004457122 01   1.34739571 132.33258208     8.7547       4.1   7.1203    0.378   1.609  6811 4.132    0.02593 0.002155    1.13      2.2   7426.457
004457122-02 004457122 02 529.41991721 173.46790369    11.9202     121.4  15.0000    1.790   1.609  6811 4.132    1.39081 0.010195  271.04     -1.0      2.581
004457122-03 004457122 03 197.93373929 257.58795961     9.2693     230.7   6.8862    2.728   1.609  6811 4.132    0.72180 0.015537  128.84      9.8      9.581
004457122-04 004457122 04 116.05764448 203.20088145     9.1096     189.3   5.8713    2.475   1.609  6811 4.132    0.50565 0.014097   87.39      7.7     19.523
004457122-05 004457122 05 127.16964384 203.57245023     9.8829     321.2   3.4422    3.372   1.609  6811 4.132    0.53743 0.019206  131.69      9.3     17.282
004457122-06 004457122 06  64.90062490 138.75026707     8.6501     162.5   8.3715    2.533   1.609  6811 4.132    0.34322 0.014426   20.39      9.1     42.375
004457122-07 004457122 07 471.48655004 418.74604046     8.3223     231.2   5.1377    2.474   1.609  6811 4.132    1.28740 0.014093  701.35      8.9      3.012
004457122-08 004457122 08 106.75530220 135.36510925     8.2871     274.1   2.1612    3.067   1.609  6811 4.132    0.47826 0.017467  190.40      9.1     21.823
004457122-09 004457122 09 114.01660559 148.17161875     8.3718     176.8   6.6933    2.371   1.609  6811 4.132    0.49970 0.013504   79.00      7.5     19.990
004457122-10 004457122 10 175.46654689 292.95507159     8.2458     185.0   7.7066    2.273   1.609  6811 4.132    0.66609 0.012945  150.77      7.9     11.251
004457347-01 004457347 01 337.42586695 295.96425799     9.1893    1927.3  14.1246    9.076   1.859  5182 3.845    0.90992 0.044742  123.80     12.6      2.697
004457347-02 004457347 02 441.80139859 547.18007680     8.9871    1516.7   3.9846    7.202   1.859  5182 3.845    1.08902 0.035502  822.96      9.2      1.883
004458109-01 004458109 01   4.64628743 134.18470305     8.8572      12.5  20.9461    0.615   1.504  6942 4.131    0.05653 0.003745    1.22      5.7   1472.956
004458155-01 004458155 01 332.39566331 244.73539611     9.4126    1676.3   3.4460    1.328   0.214  3412 5.083    0.55133 0.056859  301.10      8.0      0.018
004458172-01 004458172 01   1.05492270 131.75211794    14.5486      17.3   2.1181    0.916   1.894  7719 4.137    0.02465 0.004432    1.91     17.0  18782.972
004458172-02 004458172 02   1.05492682 132.40400163    11.6994      14.8   1.7223    0.845   1.894  7719 4.137    0.02465 0.004090    2.29     13.6  18782.874
004458172-03 004458172 03   0.75432210 132.14843583     9.1038       8.9   4.0227    0.661   1.894  7719 4.137    0.01971 0.003199    1.12      8.2  29375.328
004458172-04 004458172 04   1.80621250 132.48279111     8.4265      23.5   6.2162    1.126   1.894  7719 4.137    0.03527 0.005447    1.20     10.3   9169.944
004458918-01 004458918 01   4.12128963 135.84604443     8.0710      19.7  21.5112    0.818   1.818  6311 3.937    0.05102 0.004124    1.54      5.4   1804.286
004459068-01 004459068 01  24.95669814 147.72648940    43.5376     197.6  38.9787    8.079   3.018  8617 3.780    0.21069 0.024532    1.48     50.3   1013.636
004459068-02 004459068 02  24.95575993 151.12137314     9.9664      61.4  39.1146    4.143   3.018  8617 3.780    0.21068 0.012580    1.31     19.0   1013.687
004459285-01 004459285 01   2.76646726 132.82126110     7.9925      17.3  10.4920    1.786   3.714  7141 3.560    0.04716 0.004406    1.33      4.7  14451.881
004459285-02 004459285 02 145.13614203 248.49840252     9.4589     409.4   2.8320    8.213   3.714  7141 3.560    0.66086 0.020265  263.04      9.5     73.585
004459285-03 004459285 03 103.59314217 224.85167084     9.1327     259.8   3.6747    7.715   3.714  7141 3.560    0.52781 0.019036   66.44      9.3    115.359
004459285-04 004459285 04 492.16293370 532.92148158     8.8755     400.0   3.5445    8.510   3.714  7141 3.560    1.49164 0.020999  567.00      9.3     14.444
004459285-05 004459285 05  63.30844178 133.33188669     8.4453     214.4   5.1677    6.145   3.714  7141 3.560    0.38010 0.015163   52.19      8.7    222.438
004459285-06 004459285 06 215.26490702 165.20059880     8.5586     362.1   3.4997    8.490   3.714  7141 3.560    0.85949 0.020949  199.50      8.1     43.504
004459285-07 004459285 07  60.36972630 147.39883958     8.5198     270.6   3.9447    9.756   3.714  7141 3.560    0.36825 0.024072   30.18      8.4    236.992
004459285-08 004459285 08 274.12887893 227.71995151     8.4254     309.6   5.8046    7.231   3.714  7141 3.560    1.00978 0.017843  225.52      8.7     31.518
004459285-09 004459285 09 173.13061516 211.72301254     8.5174     337.0   3.6348    7.500   3.714  7141 3.560    0.74332 0.018505  235.11      8.3     58.165
004459285-10 004459285 10  30.02881117 159.67128706     7.9931     138.8   2.4883    5.000   3.714  7141 3.560    0.23118 0.012336   48.31      7.2    601.323
004459939-01 004459939 01   0.91095352 132.14223272     7.8671       6.9   2.1508    0.652   2.148  8066 4.030    0.02239 0.002782    1.74      5.7  34905.065
004464287-01 004464287 01   1.48283933 132.76197708     7.1652       6.6  11.8278    0.416   1.551  7716 4.269    0.02996 0.002459    1.12      7.1   8512.928
004464394-01 004464394 01   4.13186778 133.55111823    14.4715      39.6  16.9577    1.764   2.840  5496 3.704    0.05754 0.005691    1.92     14.7   1991.124
004464394-02 004464394 02 524.37072208 143.76604440    13.9932     229.5   4.7622    4.561   2.840  5496 3.704    1.45323 0.014719  632.55      6.3      3.122
004464394-03 004464394 03   8.26490139 139.74106305    10.2831      25.2  32.4785    1.496   2.840  5496 3.704    0.09136 0.004826    1.69      8.7    790.029
004464528-01 004464528 01   1.31484141 131.88427687    22.1460      51.1   2.0589    1.578   1.888  6387 3.914    0.02400 0.007661    2.40      8.1   9223.990
004464528-02 004464528 02   1.31483535 131.61330568    21.8738     105.8   4.5637    2.174   1.888  6387 3.914    0.02400 0.010550    1.55     15.3   9224.047
004464530-01 004464530 01   1.31474837 132.10593186    21.1313       3.2   0.8745    0.273   1.494  6548 4.185    0.02528 0.001675   11.46      0.7   5751.387
004464530-02 004464530 02   1.75313222 132.26621095    17.6585      55.4   4.7466    1.279   1.494  6548 4.185    0.03063 0.007843    1.67     10.5   3918.711
004464530-03 004464530 03   1.75310238 131.84238966    15.4040      60.3   4.5113    1.338   1.494  6548 4.185    0.03063 0.008208    1.71     10.9   3918.800
004464530-04 004464530 04 105.08361467 180.14662197    11.8564     328.2   2.0000    2.728   1.494  6548 4.185    0.46912 0.016732  406.13     -1.0     16.705
004465188-01 004465188 01   3.31388534 134.48410807     8.8574      13.9  18.5790    0.415   1.100  6400 4.335    0.04284 0.003454    1.48      3.9    991.044
004465188-02 004465188 02 131.68470069 228.72459997     9.9682     278.9   9.5100    2.007   1.100  6400 4.335    0.49886 0.016716   70.17      8.0      7.309
004465188-03 004465188 03 364.86641176 480.51150913    10.3373     383.8   5.2499    2.315   1.100  6400 4.335    0.98412 0.019286  386.41      7.5      1.878
004465188-04 004465188 04 107.50929030 220.47659706     7.9885     240.1  16.5568    1.784   1.100  6400 4.335    0.43577 0.014861   40.95      7.8      9.578
004465188-05 004465188 05  46.75339600 136.25066089     7.5991     219.4   3.7256    1.831   1.100  6400 4.335    0.25013 0.015256   54.81      8.3     29.071
004465203-01 004465203 01 601.38317240 326.21703790     9.3267     270.2  16.3608    4.008   2.223  6221 3.859    1.52320 0.016521  183.12      8.9      2.858
004466180-01 004466180 01   2.25360236 131.91338729     9.5294      61.7   2.8412    2.840   3.109  7082 3.715    0.04115 0.008371    2.90      9.9  12865.563
004466180-02 004466180 02   2.25354661 133.81841524     9.5525      53.7   3.0168    2.643   3.109  7082 3.715    0.04115 0.007792    2.77      8.7  12865.988
004466180-03 004466180 03   0.72138891 132.13905595     9.7183      33.3   2.8907    2.085   3.109  7082 3.715    0.01926 0.006144    1.27      8.2  58754.243
004466180-04 004466180 04 137.00002202 135.93886987    10.0424     637.3   3.2098    8.022   3.109  7082 3.715    0.63620 0.023644  314.96      8.3     53.823
004466676-01 004466676 01 372.19944283 497.37572953     7.6587     285.0  18.4854    2.545   1.471  6569 4.270    1.15157 0.015857  138.82      6.9      2.722
004470124-01 004470124 01  11.46823707 139.09848982     8.1264     294.8  16.9849    2.110   1.169  6499 4.378    0.10550 0.016539    4.23      9.1    196.258
004470141-01 004470141 01   0.65489954 131.63738813     9.1207      83.9   3.6587    0.989   1.079  6240 4.426    0.01539 0.008397    1.51     13.6   6679.553
004470415-01 004470415 01   2.21483632 132.73974221     9.4576      36.5   6.3730    1.245   1.830  7390 4.083    0.03789 0.006232    1.70      8.4   6232.333
004470415-02 004470415 02   2.56754184 133.73589658     8.4409      63.7   4.4633    2.062   1.830  7390 4.083    0.04182 0.010324    1.31      8.9   5117.794
004470415-03 004470415 03   7.97296681 134.54750815     7.6435      80.9   6.2109    1.883   1.830  7390 4.083    0.08900 0.009431    4.98      8.2   1129.656
004470779-01 004470779 01 368.46812988 356.82171054     8.6309     205.2   3.9980    1.786   1.038  5538 4.410    1.00947 0.015772  333.71      8.3      0.891
004471183-01 004471183 01   0.60915883 131.53092193     8.8189       7.9   5.2645    0.966   2.718  7449 3.789    0.01665 0.003257    1.01      4.9  73532.357
004471379-01 004471379 01   0.68566222 131.63848042    10.2034      87.6   2.0763    2.485   2.282  8148 4.014    0.01905 0.009978    1.49     11.8  56645.041
004471379-02 004471379 02   1.11083225 131.56417317    10.3301      92.0   6.8406    2.347   2.282  8148 4.014    0.02628 0.009426    1.22     11.0  29769.912
004471379-03 004471379 03   0.93260330 132.26703554    13.0490     170.8   3.5000    3.020   2.282  8148 4.014    0.02339 0.012128    2.14     -1.0  37587.744
004472465-01 004472465 01   1.03591803 132.26939509     9.8688      53.5   4.2193    2.843   3.627  7694 3.631    0.02547 0.007183    1.59      8.8  63694.352
004472465-02 004472465 02   0.65434492 131.53720981     7.8272     139.3   0.8187    4.487   3.627  7694 3.631    0.01875 0.011336    5.41      9.5 117523.792
004472818-01 004472818 01  70.96692129 182.98735667    20.0912     458.4   9.9682    2.467   0.986  5818 4.464    0.33909 0.022930   28.28     17.9      8.680
004473083-01 004473083 01   1.18324001 131.60922377    12.3479      60.0   4.3034    1.778   1.984  7693 4.083    0.02633 0.008213    1.34      9.4  17818.642
004473083-02 004473083 02   0.78884751 131.97431210     8.4765      51.6   3.8010    1.654   1.984  7693 4.083    0.02009 0.007638    1.18      8.1  30594.802
004473450-01 004473450 01   0.87917964 132.33319089    10.4798      58.8   3.0535    3.346   3.711  7535 3.517    0.02124 0.008262    1.37      6.3  88196.465
004473933-01 004473933 01 103.58452682 133.18654574    64.4869     610.4  15.0000    1.499   0.633  4505 4.644    0.37282 0.021697   53.64     -1.0      1.064
004473933-02 004473933 02 103.60274068 233.15825026    46.6727   34032.2  22.6856   20.864   0.633  4505 4.644    0.37286 0.302045   29.11    132.2      1.064
004474407-01 004474407 01   5.99412810 133.77241884     7.4948      11.5  27.3023    0.669   1.702  6896 4.105    0.07131 0.003604    1.20      3.2   1154.219
004474637-01 004474637 01   3.88668465 135.33888073    37.3375   20958.1   7.5000   14.349   1.000  5780 4.438    0.04839 0.131491    4.51     -1.0    427.071
004474645-01 004474645 01   3.88677890 134.71754843    76.6893     692.4   6.7133    3.928   0.767  5798 4.589    0.04553 0.046934    1.71     66.7    287.354
004474645-02 004474645 02   3.88670064 135.33910494    31.8257     229.8   3.2589    1.188   0.767  5798 4.589    0.04553 0.014189    8.30     28.4    287.362
004474645-03 004474645 03   3.88650700 132.66434170    11.6741      32.8  15.5717    0.526   0.767  5798 4.589    0.04553 0.006290    1.23      6.6    287.381
004476011-01 004476011 01   0.65586791 131.55566025     9.2288      85.5   1.4376    2.153   2.004  7286 4.053    0.01748 0.009847    1.85     11.5  33191.559
004476013-01 004476013 01 470.27611722 153.19598998     8.3159    2733.2   6.7117    4.919   0.702  5340 4.633    1.08599 0.064216  255.99      9.1      0.304
004476071-01 004476071 01   2.35923930 131.78787522    10.0848      29.0  22.9003    2.237   2.043  7216 3.983    0.03939 0.010035    1.01     10.2   6534.766
004476186-01 004476186 01   0.60215150 131.88817629     9.9595     116.3   1.4221    3.175   2.533  7693 3.912    0.01732 0.011488    1.77     10.0  67105.746
004476186-02 004476186 02   1.10936880 132.59540628     8.9215     206.8   7.5258    4.488   2.533  7693 3.912    0.02603 0.016238    1.05     13.8  29712.063
004476186-03 004476186 03 195.31282371 134.19849446    11.6960     552.2   2.5000    6.040   2.533  7693 3.912    0.81773 0.021850  606.95     -1.0     30.111
004476186-04 004476186 04  14.44839316 143.12952489     9.7154     704.0   4.0917    7.166   2.533  7693 3.912    0.14410 0.025925   20.86      9.1    969.634
004476392-01 004476392 01   8.76148183 133.83362082    14.0140     148.8  36.7528    2.597   1.352  6453 4.251    0.08812 0.017602    1.08     21.3    365.726
004476454-01 004476454 01 279.33322553 165.57007481     7.5701    1746.6  12.6892   92.598  18.269  5122 2.364    1.18101 0.046448   87.37      7.1    147.559
004477104-01 004477104 01   0.58451585 131.75765985    11.3579      11.4   4.9118    0.747   2.144  6873 3.994    0.01618 0.003192    1.10      5.4  35094.133
004477747-01 004477747 01   1.03516257 132.38251588    11.2732      27.6   3.6477    1.094   1.668  6813 4.089    0.02155 0.006010    1.17     10.5  11562.024
004479034-01 004479034 01 464.01330396 239.70565141     7.1519    1305.1   3.4581    3.687   0.950  6089 4.495    1.18449 0.035568  769.05      6.9      0.792
004479949-01 004479949 01   1.48768643 132.20210733     7.6247      30.5   5.8776    2.871   4.459  6513 3.389    0.03089 0.005900    1.28      8.8  33586.270
004480321-01 004480321 01 699.87815583 141.95715130    15.1334    5067.0   9.1487   31.426   2.488  7645 3.926    1.91255 0.115750  289.25     10.6      5.179
004480321-02 004480321 02   1.23669529 132.37818435    11.2815     207.2  14.8403    3.924   2.488  7645 3.926    0.02795 0.014455    1.00     10.6  24244.931
004480676-01 004480676 01   0.71199185 132.18582579    53.4414     292.7   1.0280    1.445   0.830  5486 4.470    0.01413 0.015952    4.98     23.3   2801.149
004480676-02 004480676 02   1.42393180 131.93669299    37.7797    1119.4   5.0000    2.746   0.830  5486 4.470    0.02243 0.030322    2.31     -1.0   1111.691
004481029-01 004481029 01 503.69505570 171.72482549     8.1065      50.0  28.4647    1.962   2.535  8661 3.878    1.49897 0.007091   86.78      5.9     14.419
004481426-01 004481426 01   0.94855860 131.85367010     8.0473      17.9   9.3631    1.400   3.180  9046 3.831    0.02565 0.004035    1.04      8.6  92240.123
004481700-01 004481700 01   0.66418137 131.98299397    13.3018     502.4   1.9837    4.505   1.728  7108 4.121    0.01682 0.023889    1.57     14.7  24128.534
004481700-02 004481700 02   0.63484088 132.03596772    11.6637     658.2   2.6973    5.156   1.728  7108 4.121    0.01632 0.027342    1.30     16.0  25626.739
004482231-01 004482231 01   1.24015293 132.41862156    11.7170      72.5   8.5015    1.783   2.070  8313 4.056    0.02737 0.007894    1.29     12.0  24468.389
004482231-02 004482231 02   0.67373502 131.66956149    15.2880     367.2   4.4136    4.622   2.070  8313 4.056    0.01823 0.020461    1.10     19.9  55197.602
004483235-01 004483235 01   3.52188287 134.41200858    10.3281      26.8  10.7240    1.245   1.967  8784 4.156    0.05729 0.005800    1.24     10.2   6287.819
004483235-02 004483235 02   1.17394313 132.57775043     8.9966      22.4   8.7377    0.945   1.967  8784 4.156    0.02754 0.004405    1.21      9.9  27206.363
004483235-03 004483235 03  15.15200409 143.30378588    11.3348     299.9   1.5899    3.840   1.967  8784 4.156    0.15155 0.017891   40.73     12.3    898.614
004483262-01 004483262 01   1.71959808 133.05915270     8.3107      17.7   7.8849    1.717   3.439  6299 3.564    0.03273 0.004577    1.17      6.5  15572.785
004483781-01 004483781 01   0.66660249 131.84280303     9.7377      35.2   2.7093    1.015   1.459  6877 4.204    0.01606 0.006377    1.24      9.7  16546.446
004483841-01 004483841 01 359.89440162 382.24841482    11.7197    1428.1   7.9206    3.860   0.588  3829 4.672    0.83189 0.060162  136.56      8.3      0.096
004483943-01 004483943 01   3.51359615 132.74613131     7.6866     155.1  19.8555    2.560   1.558  7123 4.173    0.04961 0.015058    1.05     10.2   2274.689
004483943-02 004483943 02  96.92459245 158.97833612    12.5664    2465.7  15.6056   14.032   1.558  7123 4.173    0.45293 0.082532   19.70      9.7     27.291
004483943-03 004483943 03 355.20189198 137.24242739    10.8673    1141.6  23.9243    6.043   1.558  7123 4.173    1.07661 0.035543   61.14      6.3      4.830
004483943-04 004483943 04 590.01762732 282.08655722     8.1646    2856.7  11.4604   14.470   1.558  7123 4.173    1.51003 0.085113  170.32      8.9      2.455
004484128-01 004484128 01  39.99334871 165.21725186   532.9226  724951.4   1.5000  132.981   3.092  7056 3.646    0.26455 0.394125  283.23     -1.0    303.369
004484128-02 004484128 02   0.54786356 131.80161889  2306.9609  704529.6   1.5000   72.517   3.092  7056 3.646    0.01515 0.214924    3.45     -1.0  92553.264
004484128-03 004484128 03   2.73996919 131.64778788    99.8112       0.2   9.6711    0.163   3.092  7056 3.646    0.04429 0.000484    1.30      0.0  10821.664
004484251-01 004484251 01   1.92779787 132.97653032     9.1337      36.3  11.4477    0.977   1.608  6796 4.153    0.03344 0.005570    1.43     10.2   4419.263
004484251-02 004484251 02 158.83967262 140.68481257    11.1621     313.1  11.0511    3.307   1.608  6796 4.153    0.63318 0.018847   52.81      8.7     12.326
004484251-03 004484251 03  19.27583441 136.87316635    10.1000     186.3  50.9580    2.636   1.608  6796 4.153    0.15520 0.015025    1.50     14.2    205.154
004484252-01 004484252 01   3.85571889 132.39733202    10.7704       7.2  34.2792    0.470   1.717  6753 4.117    0.05394 0.002510    1.08      4.4   1887.648
004484271-01 004484271 01   0.56140405 132.08098037    12.6551     172.4   1.4478    2.843   1.856  7194 4.010    0.01449 0.014038    1.66     10.8  39396.776
004484271-02 004484271 02   0.56142015 131.64081290    10.9970     217.6   1.1416    3.193   1.856  7194 4.010    0.01449 0.015766    2.00     11.2  39395.269
004484271-03 004484271 03   0.56141743 131.78911889    11.6970     689.6   1.5000    4.954   1.856  7194 4.010    0.01449 0.024459    2.98     -1.0  39395.523
004488313-01 004488313 01   0.83407945 131.71446242     7.7065       5.2   5.4079    0.710   3.026  8304 3.766    0.02166 0.002149    1.29      5.9  83115.068
004488313-02 004488313 02  27.85542814 135.67733579    13.8419      57.9   3.0337    2.679   3.026  8304 3.766    0.22467 0.008114   31.79      6.9    772.817
004488313-03 004488313 03  48.30142340 173.80732640    10.5920      27.1  21.5881    1.829   3.026  8304 3.766    0.32428 0.005538    7.73      4.8    370.974
004488796-01 004488796 01   0.65766695 131.93104154    11.8435      42.2   2.1480    1.908   2.722  7331 3.823    0.01800 0.006425    1.84     10.0  59174.049
004488796-02 004488796 02   2.86282891 133.84042662     8.8781     115.4   3.7392    5.813   2.722  7331 3.823    0.04799 0.019571    1.54      9.0   8325.534
004488840-01 004488840 01   3.56776472 134.06735563    10.3476     212.2  10.1221    8.063   4.006  7348 3.551    0.05836 0.018445    1.21      9.3  12307.881
004488840-02 004488840 02   0.65666932 131.63637441    10.0944     217.0   1.6670    6.874   4.006  7348 3.551    0.00000 0.015725    1.69     10.7      0.000
004488840-03 004488840 03   0.65673145 132.10823345     9.7842     354.0   2.0445    8.765   4.006  7348 3.551    0.00000 0.020050    1.51     13.3      0.000
004489829-01 004489829 01   1.45570556 132.97079970     8.5670      43.7   8.9818    0.662   0.838  5845 4.558    0.02450 0.007238    1.09      8.3   1223.011
004489829-02 004489829 02  80.56961480 173.16194831    15.4121     468.3   9.5094    1.953   0.838  5845 4.558    0.35588 0.021356   46.44      7.3      5.798
004490069-01 004490069 01   6.05083422 136.40318962     7.4530      58.1  24.7419    2.957   3.303  6886 3.664    0.07959 0.008205    1.24      8.2   3469.614
004540486-01 004540486 01 467.46485934 188.00622334     7.9416     504.1   4.2487    2.323   0.936  5685 4.404    1.09912 0.022746  543.03      4.5      0.679
004540632-01 004540632 01 371.37995299 320.01739600    91.1549   14161.1   4.5000   20.602   1.784  5023 3.900    0.98440 0.105826  694.34     -1.0      1.873
004540632-02 004540632 02 402.65686566 257.79960054   179.0732   60268.4  14.8970   42.508   1.784  5023 3.900    1.03892 0.218351  251.56    235.4      1.682
004544571-01 004544571 01   2.18910478 133.33207716    17.0522      74.3   7.0838    0.879   0.859  5681 4.551    0.03252 0.009372    1.44      7.9    650.979
004544571-02 004544571 02   0.72974370 132.23333619    12.5592      69.6   7.7568    0.795   0.859  5681 4.551    0.01564 0.008480    1.01      8.6   2816.405
004544572-01 004544572 01   2.18966240 133.32736025    15.4659      87.8   0.9443    1.075   0.966  6106 4.487    0.03349 0.010195    8.19      3.9   1036.104
004544572-02 004544572 02   2.18972846 132.67422469    12.1513      40.1  20.4390    0.691   0.966  6106 4.487    0.03349 0.006553    1.03      7.8   1036.062
004544587-01 004544587 01   2.18931918 133.54266611   631.2664     114.5   0.7214    2.659   2.416  8435 3.990    0.04213 0.010085   23.38     10.7  14912.617
004544587-02 004544587 02   2.18900358 133.39992382   175.0676   34742.4   5.2300   76.765   2.416  8435 3.990    0.04213 0.291171    2.84    929.9  14915.484
004544587-03 004544587 03 175.39486785 163.76196269   144.8495    1022.8  12.5000    7.830   2.416  8435 3.990    0.78302 0.029701  109.86     -1.0     43.179
004544620-01 004544620 01   2.18903747 133.04120653    12.9138      73.6  22.0370    0.674   0.777  5401 4.593    0.03142 0.007954    1.03     13.1    466.374
004544628-01 004544628 01   1.61583597 132.14879505    11.3433      17.0   6.1479    0.460   1.030  6084 4.426    0.02724 0.004093    1.60      8.0   1755.280
004544628-02 004544628 02   1.61566887 133.18015947    13.8566      12.0  14.1807    0.409   1.030  6084 4.426    0.02724 0.003637    1.03      6.8   1755.522
004544988-01 004544988 01 200.22380553 183.11450217    12.4339     482.8   3.0852    1.253   0.439  3762 4.804    0.51249 0.026146  173.40      9.6      0.132
004545187-01 004545187 01   3.17741871 134.09086460    13.3259      31.9  17.3461    0.490   0.708  5303 4.630    0.03894 0.006338    1.11      7.6    234.191
004545187-02 004545187 02 464.35674800 358.13478868    26.7092    2074.4  55.5283    6.229   0.708  5303 4.630    1.08049 0.080619   26.19     24.6      0.304
004545187-03 004545187 03 208.43223673 285.06502751    11.9801     296.0  23.1904    1.372   0.708  5303 4.630    0.63343 0.017756   41.28      7.2      0.885
004545336-01 004545336 01 373.38442457 391.52384686     7.7206     160.4  11.7962    1.316   0.920  5899 4.483    0.99386 0.013112  137.33      7.4      0.930
004545729-01 004545729 01  18.38319983 140.50109828    31.1945     252.9  44.9562    5.806   1.853  6343 3.992    0.14607 0.028712    1.26     54.6    233.397
004547321-01 004547321 01   1.15383727 131.76148554    10.3089      35.5   4.7404    3.402   4.996  4927 3.182    0.02400 0.006241    1.38     10.4  22879.514
004547321-02 004547321 02   1.15377133 132.39692188    11.3621      30.2   6.0921    2.726   4.996  4927 3.182    0.02400 0.005000    1.50     11.5  22881.258
004547480-01 004547480 01   4.42686838 133.92215390    28.8107     499.3  15.0000    1.652   0.746  5511 4.569    0.04800 0.020290    2.37     -1.0    199.609
004547830-01 004547830 01   0.80852519 131.90611575     9.6234       2.9   4.2767    0.531   2.667  7801 3.870    0.02113 0.001823    1.13     10.3  52875.286
004548551-01 004548551 01 384.29386581 373.79139551    13.6226     372.0  21.0288  274.439 155.187  3266 0.095    1.06588 0.016206  141.33     11.4   2160.950
004548551-02 004548551 02 344.27698249 156.35393675   133.5466      51.1   6.8493  101.571 155.187  3266 0.095    0.99054 0.005998  386.23      2.7   2502.181
004548551-03 004548551 03 353.75699354 163.05285706    59.4841      45.7   0.6644  150.548 155.187  3266 0.095    1.00864 0.008890 1470.55      1.1   2413.177
004548551-04 004548551 04 231.30592043 259.96373733    84.1140     972.7   8.3818  524.276 155.187  3266 0.095    0.75985 0.030959  155.47      8.1   4252.199
004548647-01 004548647 01 369.25943722 438.32109868    11.4055     253.9  14.0912    1.294   0.618  4220 4.638    0.85227 0.019189   74.66      7.5      0.149
004548647-02 004548647 02 375.02252781 429.62911007    12.8676     252.3  16.2701    1.137   0.618  4220 4.638    0.86111 0.016865   99.02      7.9      0.146
004551172-01 004551172 01 372.38317813 395.59359351    16.2439     757.5  20.3362    2.639   0.841  5768 4.542    0.97774 0.028754   80.85     11.9      0.734
004551328-01 004551328 01   1.04403751 132.46379097    15.0790      30.8  12.5285    0.507   0.878  5359 4.478    0.01905 0.005296    1.00      6.3   1570.137
004551745-01 004551745 01 658.31165148 244.44014418     8.4003     382.7  10.8198    2.486   1.066  6241 4.399    1.50022 0.021368  208.93      7.9      0.686
004552374-01 004552374 01   0.88899377 131.85865961    10.7227      23.1   6.0925    0.797   1.599  6982 4.107    0.01920 0.004568    1.22      3.7  14774.555
004552374-02 004552374 02  16.89169047 142.45356364    23.1320     993.0  23.7354    9.393   1.599  6982 4.107    0.13668 0.053834    2.07      3.5    291.395
