#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
002018261-02 002018261 02   1.69114883 132.85477099    10.8499      15.1  11.2019    1.332   2.935  7516 3.800    0.03491 0.004159    1.07     10.2  20214.875
002018685-01 002018685 01   4.21349980 132.82188790     9.1553      60.6  25.1060    0.986   1.188  6677 4.369    0.05433 0.007604    1.26     11.8    851.609
002018827-01 002018827 01   4.54181659 131.97316720    12.7849      40.9  26.1957    0.801   1.256  6144 4.308    0.05656 0.005842    1.47     11.1    629.583
002019297-01 002019297 01   3.79486947 133.59971632    10.3346       9.5  12.9295    0.851   2.402  6771 3.925    0.05762 0.003246    1.42      2.4   3273.094
002019297-02 002019297 02   3.79355785 132.74716853    10.0231       6.5  33.8020    0.634   2.402  6771 3.925    0.05760 0.002419    1.07      2.0   3274.603
002019477-01 002019477 01 459.69980298 421.74281623     7.2312     301.6   9.7642    8.772   4.524  5440 3.404    1.44221 0.017768  224.63      7.0      7.721
002021099-01 002021099 01   0.98148709 132.18417776     7.9272      17.4   4.8686    0.569   1.341  6140 4.208    0.01970 0.003887    1.58      6.5   5897.585
002021099-02 002021099 02  93.36105223 169.38895717     8.6158     489.8   5.8234    5.772   1.341  6140 4.208    0.41061 0.039442   34.92      7.2     13.582
002021100-01 002021100 01   0.86529322 132.11123184     8.3136      26.4   5.2797    0.963   1.770  6811 4.093    0.01996 0.004986    1.25      7.9  15164.764
002021100-02 002021100 02  41.35206550 141.65240015     9.9752     390.9   4.4688    3.937   1.770  6811 4.093    0.26283 0.020385   40.51     11.5     87.443
002021100-03 002021100 03 102.07043984 224.55193680     8.3919     488.1   3.2142    4.319   1.770  6811 4.093    0.48004 0.022359  154.35      9.7     26.213
002021100-04 002021100 04  25.22889460 146.62845613     8.1861     192.1   6.0085    2.771   1.770  6811 4.093    0.18907 0.014345   17.65      7.4    168.988
002021100-05 002021100 05  28.40263063 148.36072216     9.8162     182.3  12.9770    2.630   1.770  6811 4.093    0.20461 0.013617   10.59      8.5    144.292
002140389-01 002140389 01   0.96833334 131.56952706    98.3235   10672.8   3.0000    7.140   0.709  5066 4.625    0.01759 0.092280    2.76     -1.0    959.296
002140389-02 002140389 02   0.96740488 132.42392322    37.7954      27.5   1.0756    0.367   0.709  5066 4.625    0.01757 0.004744    6.80      1.0    960.524
002140389-03 002140389 03   0.96740593 132.13762299    36.2638    2775.6   3.5000    3.637   0.709  5066 4.625    0.01757 0.047015    2.29     -1.0    960.523
002140782-01 002140782 01   1.04984765 131.71577885    11.6374      88.6   6.2743    0.571   0.605  5068 4.654    0.01707 0.008652    1.38     13.4    742.294
002140782-02 002140782 02  35.00955683 141.00375515     8.1338     860.5   2.3865    1.920   0.605  5068 4.654    0.17687 0.029083   80.55      8.6      6.916
002140841-01 002140841 01   2.18911646 132.07072579     8.4781      69.4   3.9634    0.913   0.925  6060 4.509    0.03309 0.009044    2.09      9.1    944.469
002141387-01 002141387 01 218.65727152 151.03561261    23.7474    7283.3   4.3992   30.635   2.031  7219 4.044    0.84207 0.138229  206.44     13.7     14.155
002141387-02 002141387 02 101.14521463 207.57857590    21.6254    3325.6   3.9912   21.143   2.031  7219 4.044    0.50366 0.095401   86.57     11.5     39.568
002141387-03 002141387 03 226.06994043 241.78465498    21.5924    7506.2   4.7551   31.057   2.031  7219 4.044    0.86099 0.140131  198.90     11.8     13.540
002141387-04 002141387 04 298.06421866 412.49266217    18.2122     219.2   2.3651    3.235   2.031  7219 4.044    1.03525 0.014598  694.46      1.2      9.365
002141387-05 002141387 05 113.05129056 220.95496503    17.8343     797.3   2.0000    5.819   2.031  7219 4.044    0.54244 0.026255  441.05     -1.0     34.112
002141852-01 002141852 01 363.83257053 163.52189012    12.7042    2119.7  20.1789    5.158   0.908  5874 4.470    0.95871 0.052055   66.40     14.7      0.957
002141852-02 002141852 02 367.02856543 166.63922356    10.4500    2567.2  18.4461    8.099   0.908  5874 4.470    0.96432 0.081739   65.38     11.4      0.946
002141852-03 002141852 03 365.46952360 163.44059619    17.4453    3734.3  18.0483    9.089   0.908  5874 4.470    0.96159 0.091733   73.69     16.9      0.951
002141852-04 002141852 04 368.60956334 155.59284115    10.4842    1809.9  16.6772    6.944   0.908  5874 4.470    0.96709 0.070078   66.63     11.6      0.940
002141938-01 002141938 01   1.25364182 132.68924938     7.9383       3.1  15.0437    0.365   1.765  6718 4.115    0.02594 0.001893    1.00      2.1   8448.628
002142451-01 002142451 01 382.80601000 412.37761898     7.4159    1305.0   3.2296    1.428   0.379  3489 4.868    0.75181 0.034528  749.74      8.1      0.034
002142913-01 002142913 01 310.57105364 243.97051999     7.3906     531.7  11.2288    2.465   0.997  5934 4.427    0.88839 0.022660  154.91      7.2      1.399
002156343-01 002156343 01 477.82733250 497.02795304     8.3913     336.7  10.1990    2.920   1.454  6802 4.228    1.30694 0.018405  235.37      7.5      2.374
002156514-01 002156514 01   1.58584617 132.71843917     7.8453       7.3  19.0302    0.483   1.753  6564 4.040    0.02851 0.002526    1.00      3.9   6286.494
002156906-01 002156906 01 371.57249152 397.04385764    10.1907    1025.2  11.8874    3.311   0.993  6153 4.471    1.03282 0.030553  203.34     10.1      1.187
002157247-01 002157247 01   5.68636530 132.65235312    27.1846     444.6   3.3960    3.926   0.956  6052 4.442    0.06071 0.037632    3.70     29.0    298.091
002157247-02 002157247 02   5.68640114 133.26198625    28.5468       6.2  11.6553    0.281   0.956  6052 4.442    0.06071 0.002694    1.86      0.7    298.089
002157247-03 002157247 03   5.68641682 131.89142744    10.8322     114.1   9.1018    1.355   0.956  6052 4.442    0.06071 0.012989    1.61     12.4    298.087
002157489-01 002157489 01   1.35724001 132.73545659    11.0484      12.0   7.9985    1.693   3.556  7725 3.660    0.03077 0.004363    1.02     11.1  42617.431
002157489-02 002157489 02 407.15545751 327.48537791     9.3361     112.1   6.7578    4.309   3.556  7725 3.660    1.37883 0.011105  232.39      7.6     21.222
002158190-01 002158190 01 335.56145842 316.40319840     9.9699      94.4  16.1962    3.460   3.269  8267 3.723    1.20269 0.009699  104.91      9.0     30.917
002158190-02 002158190 02   0.98445640 132.30619943     8.4933       6.9   4.7937    0.884   3.269  8267 3.723    0.02465 0.002477    1.57      9.0  73615.183
002158208-01 002158208 01   1.58246804 132.91761019     9.2789     114.7   2.0739    2.426   1.973  9883 4.142    0.03332 0.011268    2.85      8.9  29974.664
002158208-02 002158208 02   1.58249386 132.72595788     8.3862     117.7   1.8749    2.465   1.973  9883 4.142    0.03332 0.011451    3.06      8.5  29974.012
002159852-01 002159852 01   1.93934102 132.47589424     7.5863      77.6   1.9707    0.985   0.945  6748 4.423    0.02898 0.009556    3.29      7.1   1975.500
002159852-02 002159852 02   1.93945358 133.28161431     7.3003      62.2   2.6039    0.996   0.945  6748 4.423    0.02898 0.009658    1.62      5.0   1975.347
002161623-01 002161623 01  32.50810035 136.22433499    57.1807    5388.8  12.5000   12.727   1.719  6723 4.089    0.21888 0.067848   21.13     -1.0    112.895
002162904-01 002162904 01   2.56974817 132.90060357     9.2046     182.2   7.3187    5.356   3.420  7331 3.665    0.04606 0.014353    1.56      5.9  14268.464
002162904-02 002162904 02   1.53981769 132.01908966     8.7352     268.1   6.0899    5.691   3.420  7331 3.665    0.03274 0.015250    2.02      9.6  28244.825
002162904-03 002162904 03 100.09971696 141.75545040     7.3908    3128.6   3.2283   33.884   3.420  7331 3.665    0.52926 0.090793  104.64      9.0    108.057
002163457-01 002163457 01 503.48727792 533.82645314     9.1126     914.7  26.7329    2.221   0.723  5364 4.558    1.09425 0.028147  131.64     10.7      0.324
002164165-01 002164165 01   0.54045138 131.50586696    10.6244       0.1   0.5515    0.192   6.122  7135 3.267    0.00000 0.000288    1.87      0.0      0.000
002164604-01 002164604 01 322.48566102 448.71639630     7.8615     447.2   7.6195    2.201   0.961  5717 4.466    0.91591 0.020987  226.76      5.5      1.054
002164772-01 002164772 01  20.80416835 140.79757234     8.5961     135.3  46.7761    2.081   1.025  6240 4.406    0.14687 0.018605    1.24     12.9     66.158
002165002-01 002165002 01  16.56816177 145.85497085    11.1499     335.4  10.5815    1.466   0.716  4987 4.602    0.11548 0.018764    7.61     11.9     21.306
002165352-01 002165352 01   1.58128297 131.59613365     8.0358     565.0   6.0000    1.659   0.720  4994 4.620    0.02454 0.021111    2.13     -1.0    479.620
002165352-02 002165352 02   1.58123180 132.32214154    12.5762      32.2  10.6361    0.405   0.720  4994 4.620    0.02454 0.005154    1.26      8.4    479.641
002165797-01 002165797 01 485.29755142 449.47816660     7.2541    1203.4   3.3847    4.418   0.902  5734 4.467    1.15391 0.044888  424.82      7.4      0.592
002165983-01 002165983 01 485.31442948 295.00806465     8.0136     295.4  16.7171    3.198   1.854  5771 3.929    1.23439 0.015807  213.29      8.1      2.242
002166218-01 002166218 01   1.43625689 131.67050238     8.2711       5.8  10.5885    3.086  11.948  6980 2.794    0.00000 0.002367    1.12      4.7      0.000
002166218-02 002166218 02  19.46781592 136.69778630    19.7564     203.8   1.7266   17.336  11.948  6980 2.794    0.20962 0.013296   83.93     16.9   6909.127
002166218-03 002166218 03  40.08699169 151.04249682    19.3364     294.6   2.8335   21.918  11.948  6980 2.794    0.33928 0.016811   81.33     17.6   2637.393
002166218-04 002166218 04  27.44420574 156.79062534    14.0354     199.9   1.2968   19.629  11.948  6980 2.794    0.26355 0.015056   78.99     12.4   4370.978
002166218-05 002166218 05  39.47361673 144.02326429    13.9896     123.4   6.0436   15.066  11.948  6980 2.794    0.33581 0.011555   26.68     10.7   2692.177
002166218-06 002166218 06  48.80249503 179.80626068    12.8635     199.5   1.8182   18.136  11.948  6980 2.794    0.38683 0.013910  150.06     14.5   2028.882
002167600-01 002167600 01   1.69147117 132.13464652    10.5558      45.7   9.6347    5.736   4.415  6466 3.422    0.03429 0.011905    1.03     11.0  25963.993
002167600-02 002167600 02 409.10612979 276.72956123    10.0037     281.9  36.7542    8.373   4.415  6466 3.422    1.33109 0.017380   47.66      7.2     17.230
002167600-03 002167600 03 126.68578892 246.96277915    10.0358     386.9   2.9311   10.142   4.415  6466 3.422    0.60926 0.021052  159.91     10.6     82.241
002167600-04 002167600 04  68.71617988 185.50650389    10.0424     198.4   4.5454    7.145   4.415  6466 3.422    0.40522 0.014830   58.89      7.0    185.914
002167600-05 002167600 05 128.94632375 154.37295896     9.9098     228.1  14.5618    7.166   4.415  6466 3.422    0.61649 0.014873   48.66      7.5     80.324
002167600-06 002167600 06  64.85690458 178.05166508     9.5475     240.4   3.0835    7.923   4.415  6466 3.422    0.38990 0.016446   79.70      8.7    200.809
002167600-07 002167600 07 168.42913731 219.25695017     9.2956     372.4   2.2316    9.415   4.415  6466 3.422    0.73665 0.019542  366.42      8.9     56.256
002167600-08 002167600 08 144.37436404 167.30531153     8.8145     156.4  13.0605    6.364   4.415  6466 3.422    0.66473 0.013210   42.01      4.5     69.088
002167600-09 002167600 09 133.04344307 224.80548787     8.9180     152.3  23.0514    5.817   4.415  6466 3.422    0.62948 0.012074   32.63      6.0     77.043
002167600-10 002167600 10  70.15994771 196.02427003     8.3258     336.0   2.3199    9.390   4.415  6466 3.422    0.41088 0.019490  115.02      9.4    180.831
002167890-01 002167890 01   2.64828453 131.59953925    17.7451     382.8   4.5000   17.523   9.278  4839 2.761    0.04567 0.017308    4.59     -1.0  20273.725
002167920-01 002167920 01  36.35654481 155.30359086     7.4714     461.5   1.7427    2.351   0.906  5343 4.432    0.20022 0.023783   77.68      6.8     14.951
002168321-01 002168321 01 471.01339537 410.21449264     8.4414     445.1  11.0924    2.252   0.999  6077 4.471    1.21459 0.020655  241.13      7.8      0.827
002168333-01 002168333 01   1.25810904 132.07676223    10.4888      57.2   5.4150    2.418   3.149  8363 3.803    0.03010 0.007037    1.86      9.7  47954.953
002168333-02 002168333 02   1.25817808 132.66534548    15.3079      92.0   6.4346    3.056   3.149  8363 3.803    0.03011 0.008893    1.63     18.0  47951.444
002168417-01 002168417 01   1.47971118 132.99406298     7.2507      59.0  17.7565    1.087   0.997  6108 4.471    0.02602 0.009991    1.00      8.8   1831.125
002168420-01 002168420 01   1.44721796 131.95232950    11.5268      85.5  13.2089    2.303   2.282  8026 4.007    0.03118 0.009248    1.04     12.0  19909.307
002282763-01 002282763 01   0.68827603 131.62158380     9.9940      70.5   2.4548    3.211   3.274  8014 3.720    0.01939 0.008988    1.35     11.1 105356.328
002283124-01 002283124 01   1.22212250 132.03357261     8.3496      11.9  11.6045    1.948   5.127  7037 3.375    0.02942 0.003482    1.02      6.1  66711.460
002283308-01 002283308 01   1.20701939 131.99142026     8.7420      17.9   5.5017    0.626   1.468  6697 4.193    0.02375 0.003906    1.78      5.7   6885.687
002285586-01 002285586 01   0.52186389 131.81390526     9.4472      28.8   2.4916    0.925   1.618  6859 4.178    0.01432 0.005238    1.44      5.6  25303.479
002285586-02 002285586 02 169.72223913 187.57204154    10.3711    1644.4   1.4589    6.686   1.618  6859 4.178    0.67740 0.037869  889.95      7.0     11.314
002285586-03 002285586 03 204.81928257 275.18303228     9.9033    2601.2   6.7548   15.059   1.618  6859 4.178    0.76783 0.085291   97.76      6.4      8.806
002297728-01 002297728 01   0.80324007 132.05698447     9.0500      23.9   3.0083    0.832   1.459  6634 4.164    0.01763 0.005227    1.31      9.7  11882.448
002297728-02 002297728 02 336.47902987 219.47038064     8.0323     349.4   2.7460    3.174   1.459  6634 4.164    0.98713 0.019933  459.60      7.1      3.791
002297728-03 002297728 03 169.59811060 269.86473205     7.1375     363.6   2.7107    3.184   1.459  6634 4.164    0.62519 0.019997  252.57      7.5      9.451
002297739-01 002297739 01   2.08021882 132.14702107     8.5513      53.1  14.6883    0.377   0.505  4272 4.746    0.02562 0.006833    1.20      5.7    115.914
002297739-02 002297739 02  64.80365782 160.01581002    19.1732     871.1  10.5000    1.470   0.505  4272 4.746    0.25368 0.026683   48.18     -1.0      1.183
002297739-03 002297739 03  63.38992181 178.93768531    14.0886     562.5   5.0799    1.270   0.505  4272 4.746    0.24998 0.023039   73.48      8.0      1.218
002297739-04 002297739 04 184.13155342 205.83040422    11.2919     863.0   2.6203    1.539   0.505  4272 4.746    0.50891 0.027919  456.44     11.5      0.294
002297739-05 002297739 05  26.77395584 143.27548669    11.7675     756.6   1.5035    1.439   0.505  4272 4.746    0.14072 0.026113  117.24     10.3      3.843
002297739-06 002297739 06  21.04440615 135.26606079    11.1056     353.2   5.1646    1.030   0.505  4272 4.746    0.11985 0.018697   21.63     10.2      5.298
002297739-07 002297739 07  49.27595537 142.77464476    10.7247     720.8   6.3725    2.593   0.505  4272 4.746    0.21134 0.047059   18.85     10.1      1.704
002297739-08 002297739 08  47.12449993 152.70599446    11.1070     771.6   2.8719    1.584   0.505  4272 4.746    0.20514 0.028747   76.51     11.4      1.808
002297739-09 002297739 09  25.60562371 138.93941039     9.5197     647.8   2.4744    1.394   0.505  4272 4.746    0.13660 0.025300   56.15     10.3      4.078
002297739-10 002297739 10  32.13857719 147.79443585     8.7170     439.2   5.3536    1.183   0.505  4272 4.746    0.15894 0.021474   28.45     10.1      3.012
002300165-01 002300165 01   0.65753291 131.75837223    10.7260      20.3   1.3520    1.649   3.612  7358 3.630    0.01874 0.004184    3.77      6.0  97545.818
002300529-01 002300529 01   0.98723197 132.26641476    12.3341     212.7   6.4463    2.889   1.834  7247 4.111    0.02262 0.014436    1.18     17.4  16239.326
002300603-01 002300603 01   3.25113078 131.82477725    15.7907     232.5  18.2499    5.090   2.153  7095 3.944    0.04902 0.021666    1.06     16.9   4378.789
002300603-02 002300603 02   3.25130726 133.44867285    20.0338     211.8  14.0333    3.164   2.153  7095 3.944    0.04903 0.013466    1.89     23.4   4378.472
002302548-01 002302548 01  10.38112439 133.34067020    29.3177     244.7  10.6308    1.334   0.780  5095 4.566    0.08708 0.015676    5.11     20.9     48.440
002302548-02 002302548 02  24.57076649 135.54566559    15.8946     234.0  13.8810    1.333   0.780  5095 4.566    0.15466 0.015659    8.54     12.1     15.357
002302624-01 002302624 01 378.42995154 360.85464670     9.6443     220.9   4.6547  258.477 128.515  3490 0.701    1.48135 0.018431  252.87      8.7   1000.425
002303365-01 002303365 01   0.52067485 131.94300275    12.8078       5.3   3.5819    0.838   3.603  7517 3.643    0.00000 0.002130    1.28      1.4      0.000
002303599-01 002303599 01 332.60435154 249.64538119     7.6840    1012.7   3.4639    2.800   0.786  5546 4.587    0.89729 0.032642  468.04      8.7      0.650
002304168-01 002304168 01 479.22828266 602.85192232    12.7551     297.4   7.5000    5.821   3.332  7221 3.672    1.48546 0.016009  493.54     -1.0     12.256
002304168-02 002304168 02 420.45805006 240.57315500     8.0232     285.9  17.7864    6.059   3.332  7221 3.672    1.36139 0.016665  130.47      5.5     14.592
