tce,keep,onEB,onCum,onOther
004355503-01,False,False,False,False
004355503-02,False,False,False,False
004355503-03,False,False,False,False
004356708-01,True,False,False,False
004356766-01,False,False,True,False
004356766-02,False,False,True,False
004357275-01,True,False,False,False
004357814-01,True,False,False,False
004357960-01,True,False,False,False
004357960-02,True,False,False,False
004358571-01,True,False,False,False
004358853-01,True,False,False,False
004359049-01,True,False,False,False
004359851-01,False,True,False,False
004364460-01,True,False,False,False
004365417-01,True,False,False,False
004365417-02,True,False,False,False
004365442-01,False,True,True,False
004365461-01,False,True,True,False
004365461-02,False,True,True,False
004365571-01,True,False,False,False
004365645-01,False,False,True,False
004365645-02,False,False,True,False
004365645-03,False,False,True,False
004366913-01,True,False,False,False
004367544-01,False,True,True,False
004371172-01,False,False,False,False
004371172-02,False,False,False,False
004371172-03,False,False,False,False
004371172-04,False,False,False,False
004371172-05,False,False,False,False
004372379-01,False,True,False,False
004372379-02,False,True,False,False
004372765-01,False,True,True,False
004372765-02,False,True,True,False
004372768-01,False,False,True,False
004373146-01,True,False,False,False
004373146-02,True,False,False,False
004373146-03,True,False,False,False
004373146-04,True,False,False,False
004373146-05,True,False,False,False
004373195-01,True,False,False,False
004374339-01,False,False,True,False
004374669-01,True,False,False,False
004374669-02,True,False,False,False
004374669-03,True,False,False,False
004374669-04,True,False,False,False
004374669-05,True,False,False,False
004374669-06,True,False,False,False
004374669-07,True,False,False,False
004374669-08,True,False,False,False
004374812-01,True,False,False,False
004375101-01,False,True,True,False
004375101-02,False,True,True,False
004375101-03,False,True,True,False
004375101-04,False,True,True,False
004375101-05,False,True,True,False
004375101-06,False,True,True,False
004375101-07,False,True,True,False
004376559-01,True,False,False,False
004377638-01,False,True,False,False
004377638-02,False,True,False,False
004377638-03,False,True,False,False
004377638-04,False,True,False,False
004377638-05,False,True,False,False
004378554-01,True,False,False,False
004378554-02,True,False,False,False
004378554-03,True,False,False,False
004378554-04,True,False,False,False
004378554-05,True,False,False,False
004378863-01,True,False,False,False
004379657-01,True,False,False,False
004379933-01,True,False,False,False
004380283-01,False,True,True,False
004380951-01,True,False,False,False
004381016-01,True,False,False,False
004381016-02,True,False,False,False
004381016-03,True,False,False,False
004381016-04,True,False,False,False
004381016-05,True,False,False,False
004381016-06,True,False,False,False
004381221-01,True,False,False,False
004381649-01,True,False,False,False
004383955-01,True,False,False,False
004383955-02,True,False,False,False
004386047-01,False,True,True,False
004386091-01,True,False,False,False
004386091-02,True,False,False,False
004386091-03,True,False,False,False
004386947-01,True,False,False,False
004387267-01,True,False,False,False
004390549-01,True,False,False,False
004391466-01,True,False,False,False
004391466-02,True,False,False,False
004445630-01,False,True,True,False
004445630-02,False,True,True,False
004446044-01,True,False,False,False
004446411-01,False,False,True,False
004446411-02,False,False,True,False
004446411-03,False,False,True,False
004446488-01,True,False,False,False
004448737-01,True,False,False,False
004448737-02,True,False,False,False
004449034-01,False,False,True,False
004449034-02,False,False,True,False
004449034-03,False,False,True,False
004449749-01,True,False,False,False
004449849-01,True,False,False,False
004449849-02,True,False,False,False
004450024-01,True,False,False,False
004450213-01,True,False,False,False
004451401-01,True,False,False,False
004454219-01,False,True,True,False
004454752-01,False,False,True,False
004454752-02,False,False,True,False
004454752-03,False,False,True,False
004454810-01,True,False,False,False
004454810-02,True,False,False,False
004454810-03,True,False,False,False
004454810-04,True,False,False,False
004454810-05,True,False,False,False
004454890-01,True,False,False,False
004454890-02,True,False,False,False
004454890-03,True,False,False,False
004454890-04,True,False,False,False
004454890-05,True,False,False,False
004454906-01,True,False,False,False
004454906-02,True,False,False,False
004454906-03,True,False,False,False
004455231-01,False,False,True,False
004455231-02,False,False,True,False
004455231-03,False,False,True,False
004456107-01,True,False,False,False
004457475-01,True,False,False,False
004457475-02,True,False,False,False
004457475-03,True,False,False,False
004457475-04,True,False,False,False
004457475-05,True,False,False,False
004458109-01,True,False,False,False
004458109-02,True,False,False,False
004458109-03,True,False,False,False
004458172-01,True,False,False,False
004458172-02,True,False,False,False
004458184-01,True,False,False,False
004458984-01,True,False,False,False
004464394-01,True,False,False,False
004465188-01,True,False,False,False
004465279-01,True,False,False,False
004465432-01,True,False,False,False
004465519-01,True,False,False,False
004466629-01,True,False,False,False
004466677-01,False,False,True,False
004466677-02,False,False,True,False
004470124-01,False,True,False,False
004470415-01,True,False,False,False
004470415-02,True,False,False,False
004470415-03,True,False,False,False
004470736-01,True,False,False,False
004471379-01,True,False,False,False
004472465-01,True,False,False,False
004472818-01,False,False,True,False
004472818-02,False,False,True,False
004473083-01,True,False,False,False
004473226-01,False,False,True,False
004473450-01,True,False,False,False
004474484-01,True,False,False,False
004474637-01,False,True,True,False
004474645-01,False,False,True,False
004476123-01,False,False,True,False
004476123-02,False,False,True,False
004476186-01,True,False,False,False
004477104-01,True,False,False,False
004477747-01,True,False,False,False
004477747-02,True,False,False,False
004477747-03,True,False,False,False
004477747-04,True,False,False,False
004477747-05,True,False,False,False
004477747-06,True,False,False,False
004477747-07,True,False,False,False
004477747-08,True,False,False,False
004478142-01,False,False,False,False
004478168-01,False,False,True,False
004478168-02,False,False,True,False
004478168-03,False,False,True,False
004478168-04,False,False,True,False
004478168-05,False,False,True,False
004478168-06,False,False,True,False
004478168-07,False,False,True,False
004478168-08,False,False,True,False
004478168-09,False,False,True,False
004479000-01,True,False,False,False
004479633-01,False,False,True,False
004480676-01,False,True,True,False
004481426-01,True,False,False,False
004481473-01,True,False,False,False
004481700-01,True,False,False,False
004481700-02,True,False,False,False
004482231-01,True,False,False,False
004483138-01,False,False,True,False
004483224-01,True,False,False,False
004483781-01,True,False,False,False
004484251-01,True,False,False,False
004484251-02,True,False,False,False
004484271-01,True,False,False,False
004484271-02,True,False,False,False
004484271-03,True,False,False,False
004484356-01,False,True,True,False
004484356-02,False,True,True,False
004487865-01,True,False,False,False
004488363-01,True,False,False,False
004488796-01,True,False,False,False
004488796-02,True,False,False,False
004488796-03,True,False,False,False
004488840-01,True,False,False,False
004488840-02,True,False,False,False
004489829-01,True,False,False,False
004489829-02,True,False,False,False
004540632-01,False,True,True,False
004540632-02,False,True,True,False
004540632-03,False,True,True,False
004543412-01,True,False,False,False
004544571-01,False,False,True,False
004544571-02,False,False,True,False
004544571-03,False,False,True,False
004544572-01,False,False,True,False
004544572-02,False,False,True,False
004544587-01,False,True,False,False
004544587-02,False,True,False,False
004544620-01,False,False,True,False
004544620-02,False,False,True,False
004544620-03,False,False,True,False
004544623-01,False,False,True,False
004544623-02,False,False,True,False
004544623-03,False,False,True,False
004544628-01,False,False,True,False
004544670-01,False,False,True,False
004544907-01,False,False,True,False
004544907-02,False,False,True,False
004544907-03,False,False,True,False
004544907-04,False,False,True,False
004545187-01,False,False,True,False
004545187-02,False,False,True,False
004545187-03,False,False,True,False
004545495-01,True,False,False,False
004545729-01,False,True,False,False
004547480-01,False,True,True,False
004547480-02,False,True,True,False
004547480-03,False,True,True,False
004547603-01,False,False,True,False
004547830-01,True,False,False,False
004548551-01,True,False,False,False
004548551-02,True,False,False,False
004548551-03,True,False,False,False
004548647-01,True,False,False,False
004550909-01,True,False,False,False
004550909-02,True,False,False,False
004550909-03,True,False,False,False
004550909-04,True,False,False,False
004550909-05,True,False,False,False
004550909-06,True,False,False,False
004551172-01,True,False,False,False
004551202-01,True,False,False,False
004551202-02,True,False,False,False
004551202-03,True,False,False,False
004551328-01,False,True,True,False
004551328-02,False,True,True,False
004551745-01,True,False,False,False
004551745-02,True,False,False,False
004552374-01,True,False,False,False
004552729-01,False,False,True,False
004552729-02,False,False,True,False
004552729-03,False,False,True,False
004553072-01,True,False,False,False
004553072-02,True,False,False,False
004554781-01,True,False,False,False
004554932-01,True,False,False,False
004556345-01,True,False,False,False
004556468-01,False,False,True,False
004556930-01,True,False,False,False
004557777-01,True,False,False,False
004557777-02,True,False,False,False
004557777-03,True,False,False,False
004563268-01,False,False,True,False
004563268-02,False,False,True,False
004563268-03,False,False,True,False
004563268-04,False,False,True,False
004563268-05,False,False,True,False
004565985-01,False,False,True,False
004565985-02,False,False,True,False
004565985-03,False,False,True,False
004565985-04,False,False,True,False
004565985-05,False,False,True,False
004565985-06,False,False,True,False
004565985-07,False,False,True,False
004565985-08,False,False,True,False
004565985-09,False,False,True,False
004565985-10,False,False,True,False
004566740-01,True,False,False,False
004567531-01,True,False,False,False
004568117-01,False,False,True,False
004568117-02,False,False,True,False
004568298-01,False,False,True,False
004568729-01,True,False,False,False
004568737-01,True,False,False,False
004569150-01,True,False,False,False
004569150-02,True,False,False,False
004569590-01,False,True,True,False
004569590-02,False,True,True,False
004569590-03,False,True,True,False
004569590-04,False,True,True,False
004569590-05,False,True,True,False
004569930-01,True,False,False,False
004570914-01,True,False,False,False
004571536-01,False,True,True,False
004571844-01,False,False,True,False
004572083-01,False,False,False,True
004574142-01,True,False,False,False
004574310-01,False,True,True,False
004575392-01,True,False,False,False
004576280-01,True,False,False,False
004577647-01,True,False,False,False
004578594-01,False,True,True,False
004578594-02,False,True,True,False
004578644-01,True,False,False,False
004578644-02,True,False,False,False
004578644-03,True,False,False,False
004578644-04,True,False,False,False
004578644-05,True,False,False,False
004579313-01,False,False,True,False
004579313-02,False,False,True,False
004579321-01,False,True,True,False
004580484-01,True,False,False,False
004580484-02,True,False,False,False
004581434-01,True,False,False,False
004581540-01,True,False,False,False
004581540-02,True,False,False,False
004581540-03,True,False,False,False
004581540-04,True,False,False,False
004585946-01,True,False,False,False
004585946-02,True,False,False,False
004585976-01,True,False,False,False
004585976-02,True,False,False,False
004586468-01,True,False,False,False
004586468-02,True,False,False,False
004586468-03,True,False,False,False
004586482-01,False,True,True,False
004586482-02,False,True,True,False
004587448-01,False,False,True,False
004587448-02,False,False,True,False
004587448-03,False,False,True,False
004587448-04,False,False,True,False
004587528-01,True,False,False,False
004633434-01,False,True,True,False
004633434-02,False,True,True,False
004633434-03,False,True,True,False
004633434-04,False,True,True,False
004633570-01,False,False,True,False
004633570-02,False,False,True,False
004633570-03,False,False,True,False
004633570-04,False,False,True,False
004634135-01,False,False,True,False
004634135-02,False,False,True,False
004634135-03,False,False,True,False
004634135-04,False,False,True,False
004634135-05,False,False,True,False
004634135-06,False,False,True,False
004636485-01,True,False,False,False
004636485-02,True,False,False,False
004636578-01,False,False,True,False
004636578-02,False,False,True,False
004636578-03,False,False,True,False
004636938-01,True,False,False,False
004636938-02,True,False,False,False
004636971-01,True,False,False,False
004637562-01,True,False,False,False
004641507-01,True,False,False,False
004641555-01,True,False,False,False
004644174-01,True,False,False,False
004644174-02,True,False,False,False
004644174-03,True,False,False,False
004644174-04,True,False,False,False
004644174-05,True,False,False,False
004644174-06,True,False,False,False
004644922-01,True,False,False,False
004644922-02,True,False,False,False
004644922-03,True,False,False,False
004644952-01,False,False,True,False
004644952-02,False,False,True,False
004644952-03,False,False,True,False
004644952-04,False,False,True,False
004644952-05,False,False,True,False
004644952-06,False,False,True,False
004644952-07,False,False,True,False
004645047-01,True,False,False,False
004645492-01,False,False,False,False
004645626-01,True,False,False,False
004645833-01,False,False,True,False
004646159-01,True,False,False,False
004646159-02,True,False,False,False
004646159-03,True,False,False,False
004646159-04,True,False,False,False
004646848-01,True,False,False,False
004647715-01,True,False,False,False
004647715-02,True,False,False,False
004647715-03,True,False,False,False
004647715-04,True,False,False,False
004647715-05,True,False,False,False
004647763-01,True,False,False,False
004647763-02,True,False,False,False
004647763-03,True,False,False,False
004648480-01,True,False,False,False
004649238-01,True,False,False,False
004649238-02,True,False,False,False
004649238-03,True,False,False,False
004649238-04,True,False,False,False
004649238-05,True,False,False,False
004649238-06,True,False,False,False
004649238-07,True,False,False,False
004649238-08,True,False,False,False
004649305-01,False,True,True,False
004649305-02,False,True,True,False
004649305-03,False,True,True,False
004649344-01,True,False,False,False
004649344-02,True,False,False,False
004649344-03,True,False,False,False
004649344-04,True,False,False,False
004649344-05,True,False,False,False
004649344-06,True,False,False,False
004649344-07,True,False,False,False
004649462-01,True,False,False,False
004649476-01,True,False,False,False
004650137-01,True,False,False,False
004650327-01,True,False,False,False
004650327-02,True,False,False,False
004650327-03,True,False,False,False
004650327-04,True,False,False,False
004650327-05,True,False,False,False
004650327-06,True,False,False,False
004650327-07,True,False,False,False
004650674-01,False,False,True,False
004650830-01,True,False,False,False
004650995-01,True,False,False,False
004651311-01,True,False,False,False
004655612-01,True,False,False,False
004655975-01,True,False,False,False
004656049-01,False,False,True,False
004656049-02,False,False,True,False
004656049-03,False,False,True,False
004656049-04,False,False,True,False
004658336-01,True,False,False,False
004658336-02,True,False,False,False
004658336-03,True,False,False,False
004659255-01,False,True,True,False
004659255-02,False,True,True,False
004659255-03,False,True,True,False
004659405-01,False,False,True,False
004659837-01,True,False,False,False
004660012-01,True,False,False,False
004660797-01,True,False,False,False
004660797-02,True,False,False,False
004661634-01,False,True,True,False
004661634-02,False,True,True,False
004661634-03,False,True,True,False
004661634-04,False,True,True,False
004661634-05,False,True,True,False
004661634-06,False,True,True,False
004661660-01,True,False,False,False
004661914-01,True,False,False,False
004661946-01,True,False,False,False
004661946-02,True,False,False,False
004662153-01,True,False,False,False
004662336-01,True,False,False,False
004662336-02,True,False,False,False
004663185-01,False,False,True,False
004663267-01,True,False,False,False
004663468-01,True,False,False,False
004663623-01,False,True,False,False
004664046-01,False,False,True,False
004664636-01,True,False,False,False
004664847-01,False,False,True,False
004664847-02,False,False,True,False
004665568-01,True,False,False,False
004665568-02,True,False,False,False
004665568-03,True,False,False,False
004665568-04,True,False,False,False
004665568-05,True,False,False,False
004665568-06,True,False,False,False
004665568-07,True,False,False,False
004665571-01,False,False,True,False
004665989-01,False,True,True,False
004666008-01,False,False,True,False
004666008-02,False,False,True,False
004667989-01,True,False,False,False
004667989-02,True,False,False,False
004667989-03,True,False,False,False
004667989-04,True,False,False,False
004667989-05,True,False,False,False
004668047-01,True,False,False,False
004669402-01,False,True,True,False
004670267-01,False,True,False,False
004670660-01,True,False,False,False
004671547-01,True,False,False,False
004671547-02,True,False,False,False
004671547-03,True,False,False,False
004671547-04,True,False,False,False
004671547-05,True,False,False,False
004671547-06,True,False,False,False
004671547-07,True,False,False,False
004671547-08,True,False,False,False
004671584-01,False,True,True,False
004671584-02,False,True,True,False
004672010-01,True,False,False,False
004672010-02,True,False,False,False
004678171-01,False,True,True,False
004678171-02,False,True,True,False
004678171-03,False,True,True,False
004678171-04,False,True,True,False
004678188-01,True,False,False,False
004678188-02,True,False,False,False
004678188-03,True,False,False,False
004678188-04,True,False,False,False
004678188-05,True,False,False,False
004678741-01,True,False,False,False
004678873-01,False,False,True,False
004678873-02,False,False,True,False
004678875-01,False,False,True,False
004678875-02,False,False,True,False
004678919-01,False,False,True,False
004678919-02,False,False,True,False
004678919-03,False,False,True,False
004679369-01,True,False,False,False
004679457-01,True,False,False,False
004679457-02,True,False,False,False
004679528-01,True,False,False,False
004679562-01,True,False,False,False
004679562-02,True,False,False,False
004679687-01,False,True,True,False
004679687-02,False,True,True,False
004679988-01,True,False,False,False
004679988-02,True,False,False,False
004679988-03,True,False,False,False
004680002-01,True,False,False,False
004680284-01,True,False,False,False
004681067-01,True,False,False,False
004681067-02,True,False,False,False
004681067-03,True,False,False,False
004681067-04,True,False,False,False
004681067-05,True,False,False,False
004681152-01,False,True,True,False
004681323-01,True,False,False,False
004725292-01,False,False,True,False
004725292-02,False,False,True,False
004725913-01,True,False,False,False
004725913-02,True,False,False,False
004725913-03,True,False,False,False
004725913-04,True,False,False,False
004726268-01,True,False,False,False
004729553-01,False,False,True,False
004731916-01,True,False,False,False
004732015-01,False,False,True,False
004732015-02,False,False,True,False
004732352-01,True,False,False,False
004733318-01,True,False,False,False
004733344-01,True,False,False,False
004733344-02,True,False,False,False
004733344-03,True,False,False,False
004733344-04,True,False,False,False
004736074-01,True,False,False,False
004736208-01,False,True,True,False
004736208-02,False,True,True,False
004736208-03,False,True,True,False
004736208-04,False,True,True,False
004736208-05,False,True,True,False
004736208-06,False,True,True,False
004736294-01,True,False,False,False
004736562-01,True,False,False,False
004736562-02,True,False,False,False
004736562-03,True,False,False,False
004736569-01,False,False,True,False
004737267-01,False,True,True,False
004737267-02,False,True,True,False
004737302-01,False,True,True,False
004737354-01,True,False,False,False
004737595-01,True,False,False,False
004737595-02,True,False,False,False
004737705-01,True,False,False,False
004737705-02,True,False,False,False
004737720-01,True,False,False,False
004738249-01,True,False,False,False
004738249-02,True,False,False,False
004738249-03,True,False,False,False
004738249-04,True,False,False,False
004738249-05,True,False,False,False
004738249-06,True,False,False,False
004739194-01,False,True,True,False
004739791-01,False,True,False,False
004740676-01,False,True,True,False
004740676-02,False,True,True,False
004741126-01,False,False,True,False
004741126-02,False,False,True,False
004741455-01,True,False,False,False
004741455-02,True,False,False,False
004741455-03,True,False,False,False
004741455-04,True,False,False,False
004741455-05,True,False,False,False
004741455-06,True,False,False,False
004742414-01,False,False,True,False
004742414-02,False,False,True,False
004742414-03,False,False,True,False
004742414-04,False,False,True,False
004742414-05,False,False,True,False
004742436-01,True,False,False,False
004742436-02,True,False,False,False
004742436-03,True,False,False,False
004743188-01,True,False,False,False
004743189-01,True,False,False,False
004743508-01,False,True,True,False
004743508-02,False,True,True,False
004743513-01,False,False,True,False
004749898-01,True,False,False,False
004749912-01,True,False,False,False
004749989-01,True,False,False,False
004750889-01,True,False,False,False
004750889-02,True,False,False,False
004750889-03,True,False,False,False
004750889-04,True,False,False,False
004750938-01,True,False,False,False
004750938-02,True,False,False,False
004750938-03,True,False,False,False
004750956-01,True,False,False,False
004751083-01,False,True,True,False
004751083-02,False,True,True,False
004751168-01,True,False,False,False
004751168-02,True,False,False,False
004751168-03,True,False,False,False
004751168-04,True,False,False,False
004751701-01,True,False,False,False
004752451-01,False,False,True,False
004752451-02,False,False,True,False
004752731-01,True,False,False,False
004753561-01,False,False,True,False
004753561-02,False,False,True,False
004753561-03,False,False,True,False
004753988-01,False,True,True,False
004753988-02,False,True,True,False
004753988-03,False,True,True,False
004754310-01,True,False,False,False
004754310-02,True,False,False,False
004754310-03,True,False,False,False
004755968-01,True,False,False,False
004756092-01,True,False,False,False
004756171-01,True,False,False,False
004756171-02,True,False,False,False
004756171-03,True,False,False,False
004756776-01,True,False,False,False
004756776-02,True,False,False,False
004756776-03,True,False,False,False
004756776-04,True,False,False,False
004756776-05,True,False,False,False
004756776-06,True,False,False,False
004756776-07,True,False,False,False
004756776-08,True,False,False,False
004756798-01,True,False,False,False
004757331-01,False,True,True,False
004757437-01,False,False,True,False
004757437-02,False,False,True,False
004757437-03,False,False,True,False
004757437-04,False,False,True,False
004757437-05,False,False,True,False
004757437-06,False,False,True,False
004757437-07,False,False,True,False
004757638-01,True,False,False,False
004757997-01,True,False,False,False
004757997-02,True,False,False,False
004757997-03,True,False,False,False
004757997-04,True,False,False,False
004757997-05,True,False,False,False
004757997-06,True,False,False,False
004757997-07,True,False,False,False
004757997-08,True,False,False,False
004758368-01,False,True,True,False
004758595-01,True,False,False,False
004758595-02,True,False,False,False
004758595-03,True,False,False,False
004758595-04,True,False,False,False
004758595-05,True,False,False,False
004758595-06,True,False,False,False
004758595-07,True,False,False,False
004760478-01,False,False,True,False
004760746-01,False,True,True,False
004760746-02,False,True,True,False
004760746-03,False,True,True,False
004760946-01,True,False,False,False
004761060-01,False,True,True,False
004761060-02,False,True,True,False
004761060-03,False,True,True,False
004761060-04,False,True,True,False
004761060-05,False,True,True,False
004761060-06,False,True,True,False
004761060-07,False,True,True,False
004762283-01,False,False,False,False
004763381-01,True,False,False,False
004763776-01,True,False,False,False
004763776-02,True,False,False,False
004764523-01,True,False,False,False
004768611-01,True,False,False,False
004768668-01,True,False,False,False
004768668-02,True,False,False,False
004768668-03,True,False,False,False
004768677-01,True,False,False,False
004768677-02,True,False,False,False
004768846-01,False,False,True,False
004768846-02,False,False,True,False
004768846-03,False,False,True,False
004768846-04,False,False,True,False
004768846-05,False,False,True,False
004768846-06,False,False,True,False
004768846-07,False,False,True,False
004769007-01,True,False,False,False
004769007-02,True,False,False,False
004769799-01,False,True,True,False
004769799-02,False,True,True,False
004769799-03,False,True,True,False
004769799-04,False,True,True,False
004769799-05,False,True,True,False
004769799-06,False,True,True,False
004769799-07,False,True,True,False
004769931-01,False,False,True,False
004769931-02,False,False,True,False
004769935-01,True,False,False,False
004770092-01,True,False,False,False
004770092-02,True,False,False,False
004770365-01,False,False,True,False
004770365-02,False,False,True,False
004770372-01,True,False,False,False
004770617-01,False,False,True,False
004771707-01,True,False,False,False
004772953-01,True,False,False,False
004773155-01,False,True,True,False
004773155-02,False,True,True,False
004773155-03,False,True,True,False
004773318-01,True,False,False,False
004773851-01,True,False,False,False
004773851-02,True,False,False,False
004774194-01,True,False,False,False
004774208-01,True,False,False,False
004774208-02,True,False,False,False
004774574-01,True,False,False,False
004774574-02,True,False,False,False
004774574-03,True,False,False,False
004774574-04,True,False,False,False
004813563-01,False,False,True,False
004813563-02,False,False,True,False
004814290-01,True,False,False,False
004814290-02,True,False,False,False
004814290-03,True,False,False,False
004814290-04,True,False,False,False
004814290-05,True,False,False,False
004814290-06,True,False,False,False
004814290-07,True,False,False,False
004814502-01,False,False,True,False
004814934-01,True,False,False,False
004815520-01,False,False,True,False
004815520-02,False,False,True,False
004815612-01,False,True,True,False
004815965-01,True,False,False,False
004819301-01,True,False,False,False
004819301-02,True,False,False,False
004819301-03,True,False,False,False
004819301-04,True,False,False,False
004819301-05,True,False,False,False
004819423-01,True,False,False,False
004819423-02,True,False,False,False
004819423-03,True,False,False,False
004819423-04,True,False,False,False
004819507-01,True,False,False,False
004819507-02,True,False,False,False
004819528-01,True,False,False,False
004819564-01,True,False,False,False
004819564-02,True,False,False,False
004819564-03,True,False,False,False
004819766-01,True,False,False,False
004819766-02,True,False,False,False
004820550-01,False,False,True,False
004824268-01,False,True,True,False
004824268-02,False,True,True,False
004824268-03,False,True,True,False
004824268-04,False,True,True,False
004824268-05,False,True,True,False
004824268-06,False,True,True,False
004824268-07,False,True,True,False
004825003-01,True,False,False,False
004825832-01,True,False,False,False
004825832-02,True,False,False,False
004825832-03,True,False,False,False
004825832-04,True,False,False,False
004826031-01,True,False,False,False
004826257-01,True,False,False,False
004826257-02,True,False,False,False
004826439-01,False,True,True,False
004827352-01,True,False,False,False
004827723-01,False,False,True,False
004827723-02,False,False,True,False
004827910-01,True,False,False,False
004828345-01,True,False,False,False
004828345-02,True,False,False,False
004830001-01,True,False,False,False
004830001-02,True,False,False,False
004830001-03,True,False,False,False
004830001-04,True,False,False,False
004831616-01,True,False,False,False
004831728-01,False,False,True,False
004832197-01,False,True,True,False
004832402-01,True,False,False,False
004832837-01,False,False,True,False
004832837-02,False,False,True,False
004832837-03,False,False,True,False
004832949-01,True,False,False,False
004833039-01,True,False,False,False
004833421-01,False,False,True,False
004833421-02,False,False,True,False
004833421-03,False,False,True,False
004833421-04,False,False,True,False
004833421-05,False,False,True,False
004833421-06,False,False,True,False
004833728-01,True,False,False,False
004839180-01,False,True,True,False
004839180-02,False,True,True,False
004839508-01,True,False,False,False
004840263-01,False,True,True,False
004840263-02,False,True,True,False
004840263-03,False,True,True,False
004840327-01,False,True,True,False
004840327-02,False,True,True,False
004840327-03,False,True,True,False
004840327-04,False,True,True,False
004840327-05,False,True,True,False
004840327-06,False,True,True,False
004840401-01,True,False,False,False
004840439-01,True,False,False,False
004840513-01,False,False,True,False
004840513-02,False,False,True,False
004840675-01,True,False,False,False
004840675-02,True,False,False,False
004840675-03,True,False,False,False
004840818-01,False,True,True,False
004840818-02,False,True,True,False
004840818-03,False,True,True,False
004840978-01,True,False,False,False
004841314-01,True,False,False,False
004841374-01,False,False,True,False
004841374-02,False,False,True,False
004842166-01,True,False,False,False
004843037-01,True,False,False,False
004844004-01,False,False,True,False
004844454-01,True,False,False,False
004845025-01,True,False,False,False
004847343-01,False,True,False,False
004847371-01,True,False,False,False
004847411-01,True,False,False,False
004847411-02,True,False,False,False
004847534-01,False,False,True,False
004847691-01,True,False,False,False
004847691-02,True,False,False,False
004847691-03,True,False,False,False
004847691-04,True,False,False,False
004847801-01,True,False,False,False
004847832-01,False,True,True,False
004847843-01,False,True,True,False
004847843-02,False,True,True,False
004848095-01,True,False,False,False
004848216-01,True,False,False,False
004848423-01,False,True,True,False
004848424-01,False,False,True,False
004850046-01,True,False,False,False
004850046-02,True,False,False,False
004850046-03,True,False,False,False
004850046-04,True,False,False,False
004850499-01,True,False,False,False
004850499-02,True,False,False,False
004850499-03,True,False,False,False
004850499-04,True,False,False,False
004851217-01,False,True,True,False
004851283-01,False,False,False,False
004851283-02,False,False,False,False
004851304-01,True,False,False,False
004851304-02,True,False,False,False
004851304-03,True,False,False,False
004851304-04,True,False,False,False
004851304-05,True,False,False,False
004851304-06,True,False,False,False
004851464-01,False,True,True,False
004851464-02,False,True,True,False
004851464-03,False,True,True,False
004851464-04,False,True,True,False
004851530-01,False,False,True,False
004852133-01,True,False,False,False
004852528-01,False,False,True,False
004852528-02,False,False,True,False
004852528-03,False,False,True,False
004852528-04,False,False,True,False
004852528-05,False,False,True,False
004853523-01,True,False,False,False
004853523-02,True,False,False,False
004856630-01,True,False,False,False
004856630-02,True,False,False,False
004857213-01,False,False,True,False
004857335-01,True,False,False,False
004859557-01,True,False,False,False
004860890-01,True,False,False,False
004860932-01,False,True,True,False
004860955-01,True,False,False,False
004861736-01,False,False,True,False
004861736-02,False,False,True,False
004862155-01,True,False,False,False
004862625-01,False,True,True,False
004862625-02,False,True,True,False
004862625-03,False,True,True,False
004862968-01,True,False,False,False
004862968-02,True,False,False,False
004862968-03,True,False,False,False
004862968-04,True,False,False,False
004863077-01,True,False,False,False
004863260-01,False,False,True,False
004863836-01,True,False,False,False
004863956-01,False,False,True,False
004864462-01,True,False,False,False
004864734-01,False,False,True,False
004902030-01,False,True,True,False
004902030-02,False,True,True,False
004902202-01,True,False,False,False
004902475-01,True,False,False,False
004902475-02,True,False,False,False
004902475-03,True,False,False,False
004903511-01,True,False,False,False
004904083-01,True,False,False,False
004907533-01,True,False,False,False
004908380-01,True,False,False,False
004908384-01,True,False,False,False
004908495-01,False,True,True,False
004908495-02,False,True,True,False
004909697-01,True,False,False,False
004909697-02,True,False,False,False
004909707-01,False,False,True,False
004909707-02,False,False,True,False
004909707-03,False,False,True,False
004912325-01,True,False,False,False
004912589-01,False,True,True,False
004912589-02,False,True,True,False
004912589-03,False,True,True,False
004912991-01,False,True,True,False
004913000-01,False,False,True,False
004913852-01,False,False,True,False
004913852-02,False,False,True,False
004914032-01,True,False,False,False
004914399-01,False,False,True,False
004914423-01,False,False,True,False
004914423-02,False,False,True,False
004914423-03,False,False,True,False
004914423-04,False,False,True,False
004914423-05,False,False,True,False
004914423-06,False,False,True,False
004914882-01,True,False,False,False
004914882-02,True,False,False,False
004916701-01,True,False,False,False
004917596-01,False,False,True,False
004917786-01,True,False,False,False
004917786-02,True,False,False,False
004918309-01,False,False,True,False
004918309-02,False,False,True,False
004918309-03,False,False,True,False
004918386-01,True,False,False,False
004919145-01,True,False,False,False
004919145-02,True,False,False,False
004919145-03,True,False,False,False
004919145-04,True,False,False,False
004919145-05,True,False,False,False
004919243-01,True,False,False,False
004919243-02,True,False,False,False
004919243-03,True,False,False,False
004919243-04,True,False,False,False
004919243-05,True,False,False,False
004919560-01,True,False,False,False
004920125-01,True,False,False,False
004920125-02,True,False,False,False
004920125-03,True,False,False,False
004920125-04,True,False,False,False
004920125-05,True,False,False,False
004920125-06,True,False,False,False
004920178-01,True,False,False,False
004920178-02,True,False,False,False
004921316-01,True,False,False,False
004922091-01,True,False,False,False
004922182-01,True,False,False,False
004922182-02,True,False,False,False
004922182-03,True,False,False,False
004922182-04,True,False,False,False
004922182-05,True,False,False,False
