#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
010402102-01 010402102 01 295.91967890 414.33533879     8.4009    1462.9  20.3796    6.228   0.839  5590 4.560    0.84916 0.068024   41.64      9.1      0.854
010402172-01 010402172 01 314.79740129 358.07233156     7.8319     604.2  29.5588    2.094   0.737  5635 4.612    0.84469 0.026036   44.14      8.7      0.688
010402243-01 010402243 01 317.58523530 348.95092594     8.2164     153.9  20.3660    3.119   2.346  6384 3.829    1.00807 0.012185   86.32      6.8      8.060
010402243-02 010402243 02 572.38068156 224.18889543     7.2931     180.8  12.6029    3.204   2.346  6384 3.829    1.49293 0.012514  329.74      6.4      3.675
010403036-01 010403036 01 226.19117454 197.77544138    17.3643    1636.4   3.8111   70.149  17.867  4494 1.888    0.70153 0.035980  452.94      5.9    237.043
010403204-01 010403204 01 353.52827177 226.53470484     7.9094     575.9  15.7675    2.003   0.805  5352 4.585    0.94808 0.022797  141.11      7.5      0.530
010403228-01 010403228 01  86.15745474 207.50366025     9.4262    1992.5  16.3773    1.699   0.311  3391 4.936    0.25688 0.050050   20.49      9.1      0.174
010403228-02 010403228 02 111.39395894 220.16324364     8.0336    2403.7   2.1403    1.588   0.311  3391 4.936    0.30487 0.046778  339.13      8.3      0.123
010403228-03 010403228 03 147.30154061 154.77010146     9.8117    1974.4   3.1892    1.453   0.311  3391 4.936    0.36729 0.042808  287.07      6.9      0.085
010403889-01 010403889 01 548.85289222 453.18151163     8.9708     340.4  10.7020    2.137   0.961  5841 4.414    1.25454 0.020374  173.13      8.9      0.612
010404582-01 010404582 01 485.95209661 294.82151864     7.9836     422.0   6.7350    2.330   1.017  5757 4.431    1.21705 0.020993  344.49      7.6      0.687
010404582-02 010404582 02 305.06748773 256.95405000     7.5498     354.0   5.4757    2.203   1.017  5757 4.431    0.89229 0.019849  233.74      7.4      1.278
010404847-01 010404847 01 567.02687820 226.43009915     9.6207    1619.2   8.2868    2.762   0.681  5467 4.588    1.16466 0.037166  514.09      6.8      0.274
010405224-01 010405224 01 364.78918085 206.11565012     9.0480    1762.9  22.2427    4.157   0.753  4938 4.601    0.93739 0.050587   57.84     11.4      0.344
010405250-01 010405250 01 550.14985132 200.26861125     7.1224     885.8  31.4290    3.159   0.850  5485 4.499    1.23584 0.034056   59.47      9.3      0.384
010405887-01 010405887 01 495.61614164 147.24769924     7.4189     125.4   5.2223    3.920   3.045  9395 3.877    1.67437 0.011798  335.84      6.2     23.086
010406117-01 010406117 01 343.09821655 272.21785805     8.2304     449.0  21.0889    3.857   1.727  4827 3.942    0.94371 0.020465   95.44      8.5      1.629
010407054-01 010407054 01   0.93360273 131.73263708    11.2853      27.4   3.4027    0.803   1.457  6443 4.146    0.01921 0.005049    1.83     11.3   8885.266
010407054-02 010407054 02 305.10363978 172.37476999     8.6853     210.3   7.7171    2.230   1.457  6443 4.146    0.91124 0.014025  238.10      5.8      3.947
010407054-03 010407054 03 261.05751900 261.53247647     7.5896     312.7   5.3228    2.878   1.457  6443 4.146    0.82129 0.018105  222.60      6.8      4.859
010407086-01 010407086 01   0.93357421 131.74306852     8.9657      12.3   4.0662    0.945   2.174  5574 3.818    0.01950 0.003983    1.16      8.7  10753.176
010407191-01 010407191 01   0.93420697 131.74257417   131.5184   22011.7   3.5000    8.065   0.562  3719 4.692    0.01548 0.131515    2.40     -1.0    225.856
010407221-01 010407221 01   0.93356419 131.75019336     8.7603      84.3   3.6974    0.595   0.663  4643 4.610    0.01622 0.008220    1.95     10.5    695.407
010407221-02 010407221 02  74.16911795 205.61116384     7.1548     524.2   5.1987    1.641   0.663  4643 4.610    0.29982 0.022683   78.03      5.2      2.036
010407270-01 010407270 01 333.14125194 320.51431850    13.4794     167.8   4.4532   78.287  51.946  3961 1.275    1.15563 0.013811  335.27      3.9    445.633
010412044-01 010412044 01 415.97741690 393.90917527    14.1276    4032.7   6.5648    2.804   0.446  3651 4.802    0.84198 0.057605  508.79      8.3      0.045
010412044-02 010412044 02 616.83612405 329.06377060    14.9386    4955.4   3.2415    3.107   0.446  3651 4.802    1.09488 0.063842 1543.07     10.5      0.026
010412044-03 010412044 03 485.04005396 580.42550171    12.3526    3484.5   5.4921    2.616   0.446  3651 4.802    0.93276 0.053741  697.07      8.7      0.036
010412044-04 010412044 04 228.48204864 173.77291363     9.5787    1871.2   3.3732    3.559   0.446  3651 4.802    0.56471 0.073137  209.24      6.4      0.099
010412044-05 010412044 05 165.50036097 199.60995215     9.6270    1388.6   2.5000    1.646   0.446  3651 4.802    0.45546 0.033829  520.39     -1.0      0.153
010414727-01 010414727 01   2.47671396 132.98083776     9.0806      25.5   8.8052    0.957   1.608  7275 4.180    0.04035 0.005452    1.29      7.4   3986.416
010414727-02 010414727 02 191.36781917 154.45294002     7.7949     200.2  11.7207    2.519   1.608  7275 4.180    0.73193 0.014354   75.63      6.8     12.113
010414727-03 010414727 03 135.73895942 185.02996743     7.5265     298.6   3.9844    3.116   1.608  7275 4.180    0.58214 0.017759  148.42      7.4     19.149
010415087-01 010415087 01   0.62323696 131.71197411    15.7614     248.4   7.4788    4.156   2.231  7242 3.956    0.01684 0.017073    1.01     22.0  43230.528
010415502-01 010415502 01   0.73926195 132.02816727     7.9587      13.9   3.0296    0.653   1.518  7216 4.254    0.01835 0.003943    1.27      5.1  16616.153
010415576-01 010415576 01  88.69048733 211.25983499     9.1456     141.7   4.7088   25.458  19.267  4684 2.303    0.54345 0.012109   92.82      2.4    542.086
010416390-01 010416390 01 535.19922894 142.60393303    26.5625    7997.9   7.2260    9.448   0.724  4889 4.574    1.15487 0.119593  339.33     32.0      0.201
010416779-01 010416779 01   0.68792785 131.55331372    10.0283      51.7   1.6739    2.154   2.607  7751 3.889    0.01896 0.007570    1.78     11.1  61145.166
010417704-01 010417704 01   3.00741960 132.70957919     9.4224      55.5   2.9826    1.560   1.818  8275 4.199    0.05057 0.007866    3.77      8.9   5429.630
010417704-02 010417704 02   3.00762860 134.37194973     7.4720      61.2   3.1907    1.655   1.818  8275 4.199    0.05057 0.008344    3.36     10.3   5429.127
010417984-01 010417984 01 304.90435582 387.37985917     9.7110    1916.0   3.2972    2.591   0.546  4673 4.701    0.72488 0.043494  518.92      6.6      0.242
010417984-02 010417984 02 254.74749856 375.20537225     9.8769    2564.8  12.6163    2.701   0.546  4673 4.701    0.64303 0.045335  159.93      6.8      0.308
010418224-01 010418224 01   6.87432893 133.33460139   233.3104    1769.7   7.3351   17.073   2.179  6490 3.942    0.08129 0.071800    2.95     87.0   1142.188
010418224-02 010418224 02 500.43539880 502.81098058    55.6519    3775.6   7.9150   15.500   2.179  6490 3.942    1.41721 0.065186  288.09     54.4      3.758
010418224-03 010418224 03 521.07220377 468.42638208    51.0683    3749.4   6.9517   14.026   2.179  6490 3.942    1.45591 0.058986  492.46     57.8      3.561
010418224-04 010418224 04 203.19671905 165.99262632    53.0853    3740.1   5.0000   13.389   2.179  6490 3.942    0.77711 0.056308  326.47     -1.0     12.497
010418797-01 010418797 01 171.10103610 228.00091201   245.1334   13872.1   4.1682   10.545   0.905  5754 4.534    0.60762 0.106776  346.28     47.4      2.179
010418797-02 010418797 02 423.95850280 263.01872581   249.9536   38309.3   4.5860   21.053   0.905  5754 4.534    1.11262 0.213183  623.51    276.4      0.650
010418797-03 010418797 03 388.91213473 274.75861820   257.4721   27441.0   1.0877   25.220   0.905  5754 4.534    1.05042 0.255381 2268.41     90.5      0.729
010418797-04 010418797 04 194.45758936 157.87715418   237.3312    1271.0   2.0409    3.441   0.905  5754 4.534    0.66173 0.034845  561.92      7.4      1.837
010418797-05 010418797 05 270.96886765 216.30978168   238.8838   30426.8   4.3342   16.956   0.905  5754 4.534    0.82555 0.171700  449.08    146.6      1.180
010419211-01 010419211 01 133.42332811 242.22521208   116.8548   17571.1   2.4213   11.889   0.848  5795 4.554    0.50055 0.128483  388.92    121.3      2.900
010419211-02 010419211 02  69.12052059 169.12616586   104.3400    2594.3   2.3494    8.204   0.848  5795 4.554    0.32287 0.088654   96.74     11.9      6.970
010419312-01 010419312 01 363.28568708 299.22542267     7.4705    1103.2  12.2295   22.483   4.131  5002 3.344    1.10807 0.049874   84.74      7.5      7.795
010420279-01 010420279 01 291.85934866 199.04050402  5426.5303    6555.4   9.0000   58.926   1.080  5731 4.359    0.85329 0.500000  370.78     -1.0      1.548
010420279-02 010420279 02 161.73626604 166.68530950  5037.3596  459265.1   6.2018   79.266   1.080  5731 4.359    0.57568 0.672589  322.65   4837.2      3.402
010420279-03 010420279 03 321.83227377 355.54267013  5111.3848  399946.6  14.5163   74.555   1.080  5731 4.359    0.91075 0.632615  264.64   3011.9      1.359
010420279-04 010420279 04 292.60857919 397.82498688  4824.1395  456418.9   6.0000   58.113   1.080  5731 4.359    0.85475 0.493100  555.02     -1.0      1.543
010420279-05 010420279 05 227.16470713 280.79852537  4774.4024  388937.5  14.5028   73.903   1.080  5731 4.359    0.72201 0.627080  185.75   3656.7      2.163
010420301-01 010420301 01 445.38932283 232.11523837     9.3002     804.2  13.7408    1.957   0.559  4371 4.712    0.95602 0.032087  119.18      8.8      0.112
010421677-01 010421677 01 346.33799045 340.45077570     7.5184     438.0  16.0504    1.901   0.823  6123 4.554    0.92675 0.021166  105.09      7.3      0.993
010422030-01 010422030 01 262.76501618 359.59919200    14.3255     674.3   4.3257    1.480   0.543  4822 4.709    0.65808 0.024979  369.74      6.4      0.330
010422030-02 010422030 02 217.03598396 340.78650388    15.6628     859.8   5.2704    3.177   0.543  4822 4.709    0.57932 0.053621  104.40      6.5      0.426
010422252-01 010422252 01 188.66332235 252.76287769    16.1608     934.1   5.1391    5.146   0.840  5279 4.476    0.59021 0.056141   95.31      8.1      1.409
010422252-02 010422252 02 423.93945607 228.70274715    14.4521    1230.2   4.2209    2.882   0.840  5279 4.476    1.01256 0.031443  789.53      7.3      0.479
010422252-03 010422252 03 685.33773329 161.46255862    15.1128    1020.6   4.9821    2.629   0.840  5279 4.476    1.39472 0.028685 1073.33      5.7      0.252
010422252-04 010422252 04 439.78470068 250.88044574    14.0497     466.8   9.0000    1.776   0.840  5279 4.476    1.03763 0.019371  378.70     -1.0      0.456
010422252-05 010422252 05 234.68653942 308.19648856    13.3630     317.4   3.0675    1.684   0.840  5279 4.476    0.68267 0.018376  356.85      2.7      1.054
010422252-06 010422252 06 341.89759547 315.12034417    11.4314     575.3   3.9533    2.195   0.840  5279 4.476    0.87730 0.023950  458.58      4.5      0.638
010422252-07 010422252 07 149.74743934 258.65794186    12.3600     451.3   4.6778    1.965   0.840  5279 4.476    0.50597 0.021438  162.42      3.7      1.918
010422750-01 010422750 01 624.04771743 297.13020392     9.2544     489.5  20.9364    2.750   1.072  6003 4.361    1.41136 0.023506  118.78      8.8      0.671
010422852-01 010422852 01   1.39891669 131.69742525   640.6766    5647.3  14.1538    8.848   1.051  6134 4.378    0.02417 0.077152    1.09     55.0   2398.182
010424228-01 010424228 01   0.56888227 131.86075585     8.7899      46.2   1.4186    1.398   1.764  6908 4.079    0.01490 0.007264    1.67      6.5  28615.819
010424228-02 010424228 02   0.50944937 131.80508151     8.6939      70.9   1.4222    1.706   1.764  6908 4.079    0.01384 0.008861    1.65      9.0  33151.359
010424904-01 010424904 01 309.33509249 361.92379188     7.6761    1125.7  36.3169    6.268   0.989  6002 4.430    0.88331 0.058077   22.71      8.5      1.458
010425070-01 010425070 01 358.39950418 278.38109580    11.6019    1221.7  16.3576    3.335   0.841  5648 4.559    0.96562 0.036341  102.18      8.0      0.692
010425070-02 010425070 02 384.93588304 275.28762136     8.5181     442.2  16.1477    1.910   0.841  5648 4.559    1.01271 0.020812  128.99      5.5      0.629
010426656-01 010426656 01   6.05793940 132.59957913    12.4303     166.3   3.9872    1.602   1.004  5334 4.372    0.06200 0.014627    5.04     13.7    190.179
010426656-02 010426656 02 305.27762391 212.26475657     7.2129     508.0   4.5483    2.477   1.004  5334 4.372    0.84589 0.022613  349.43      7.3      1.022
010427700-01 010427700 01   0.61641906 131.66475234     8.3696      21.9   1.3278    1.824   3.266  5665 3.580    0.01615 0.005117    1.84      7.9  37716.963
010448764-01 010448764 01   3.48659537 131.75060049    12.1632     484.5  11.9737    6.100   2.143  7615 4.007    0.05374 0.026084    1.22     14.2   4790.565
010448764-02 010448764 02   3.48658499 132.77967442    11.9729     406.5  10.6821    5.243   2.143  7615 4.007    0.05374 0.022418    1.36     14.6   4790.584
010448764-03 010448764 03   1.74523856 132.38542596     7.5178     406.2  14.1310    5.349   2.143  7615 4.007    0.03388 0.022872    1.04     10.9  12053.570
010449437-01 010449437 01 523.71700599 500.87006539     9.6983     389.6   3.4160    3.775   1.788  5406 3.883    1.22370 0.019346  861.62      6.8      1.634
010449542-01 010449542 01 459.31921808 440.51125124    12.1896    1889.6   5.2956    3.054   0.737  4582 4.566    1.04894 0.037979  687.77      5.7      0.195
010449542-02 010449542 02 500.95544518 315.27811232     8.1462    3077.3  18.2768    5.660   0.737  4582 4.566    1.11141 0.070380  104.92      6.9      0.174
010450536-01 010450536 01 355.51179379 284.15519561   342.5121    1011.3  11.9447   15.067   2.502  6544 3.866    1.16714 0.055184   76.58     34.2      7.551
010450536-02 010450536 02 308.18871907 416.41601345   570.7196     889.1  14.1792   14.180   2.502  6544 3.866    1.06112 0.051937   54.22     21.8      9.135
010450536-03 010450536 03 299.91633016 425.63454313   359.1782   60724.7  22.6504  104.721   2.502  6544 3.866    1.04205 0.383559   96.73    603.7      9.472
010450536-04 010450536 04 396.59921804 314.38269550   149.9689     152.8   9.8201    6.192   2.502  6544 3.866    1.25542 0.022680   66.09      6.8      6.526
010450536-05 010450536 05 351.17771923 266.75301863   134.5969      13.4   8.2544    0.984   2.502  6544 3.866    1.15764 0.003605  228.95      0.8      7.675
010451090-01 010451090 01   0.77279037 131.85992393     8.8588       9.8   3.0070    1.139   3.257  7640 3.741    0.02121 0.003204    1.43      8.8  71955.504
010451317-01 010451317 01 380.18652070 183.15349136    19.3161     373.1  17.5925    3.984   1.953  7262 4.037    1.17986 0.018696  132.49      3.6      6.827
010451317-02 010451317 02 579.40782772 260.97699289     8.8616      98.7  13.6400    2.316   1.953  7262 4.037    1.56251 0.010868  125.94      0.5      3.893
010452252-01 010452252 01 484.45488290 417.99364764    14.6780    1660.1  13.7972    0.891   0.218  3374 5.066    0.70822 0.037459  267.00     10.6      0.011
010452252-02 010452252 02 297.92130395 224.29831690     9.9306    1166.9   2.8412    0.761   0.218  3374 5.066    0.51216 0.031985  733.77      7.4      0.021
010452252-03 010452252 03 620.70444077 312.89091966    10.8196     617.5   8.1631    0.559   0.218  3374 5.066    0.83546 0.023508  499.76      4.1      0.008
010452709-01 010452709 01 548.66135941 265.31681528    12.7209    2437.1  12.2950    4.284   0.716  5249 4.591    1.18080 0.054834  184.13      6.2      0.250
010452709-02 010452709 02 474.87126941 584.12912171    10.5739    1899.2   3.1042    3.093   0.716  5249 4.591    1.07240 0.039591 1172.01      6.7      0.303
010453314-01 010453314 01 587.48000681 226.17406039     7.8059     261.5   5.0029    0.202   0.116  2661 5.283    0.62469 0.015939  633.99      5.2      0.002
010453475-01 010453475 01 443.94336669 222.63338274    22.2737     902.4   7.0768    2.281   0.761  5403 4.523    1.01353 0.027469  470.74      6.5      0.430
010453475-02 010453475 02 418.13874945 173.91744201    20.8594    1709.2  10.5000    3.109   0.761  5403 4.523    0.97387 0.037435  314.14     -1.0      0.466
010453475-03 010453475 03 464.18885296 149.56795815    18.7481     876.4  11.7582    2.356   0.761  5403 4.523    1.04412 0.028367  245.93      7.0      0.406
010453475-04 010453475 04 572.94537069 174.81005500    16.4638    1294.7  45.0311    3.038   0.761  5403 4.523    1.20142 0.036585   64.29      4.4      0.306
010453475-05 010453475 05 423.29648360 502.59816054    28.8221    1714.4   7.4686    6.076   0.761  5403 4.523    0.98186 0.073172  168.65     10.4      0.459
010453475-06 010453475 06 483.28000972 566.32684944    17.2587    1398.1  13.4806    5.500   0.761  5403 4.523    1.07255 0.066231  101.61      7.1      0.384
010453475-07 010453475 07 358.37535152 444.41814054    14.2305     922.2  14.5569    2.325   0.761  5403 4.523    0.87871 0.027997  178.68      6.1      0.573
010454077-01 010454077 01 546.39958545 274.64507545     8.1585     153.0  26.5595    2.650   2.042  6201 3.851    1.34197 0.011894  126.70      9.3      3.067
010454313-01 010454313 01   4.22138187 135.66893053    32.3736     324.0   3.0811    2.091   0.987  6123 4.472    0.05202 0.019417    5.10     35.9    453.270
010454313-02 010454313 02   4.22153249 135.16225007    18.2381     157.1   2.9605    1.453   0.987  6123 4.472    0.05203 0.013489    5.21     18.3    453.248
010454313-03 010454313 03 635.29107397 158.16348790     8.8279     583.4   3.6654    2.602   0.987  6123 4.472    1.47194 0.024161  902.30      7.7      0.566
010454401-01 010454401 01  12.17973761 140.96832651  3939.6101  275586.5   5.0000   46.548   0.882  5750 4.538    0.10290 0.483638   27.56     -1.0     71.949
010454401-02 010454401 02  12.18110133 135.65911037  3732.1993  290354.8   2.0000   48.123   0.882  5750 4.538    0.10291 0.500000   69.64     -1.0     71.939
010454401-03 010454401 03  12.19627446 141.21080169  3286.4981   14735.4  72.8779   12.262   0.882  5750 4.538    0.10300 0.127402    1.36     58.7     71.819
010459864-01 010459864 01 383.03392690 406.18614363    12.8009    2635.7   3.8557    3.819   0.753  5045 4.542    0.92552 0.046481  751.43      7.3      0.384
010460984-01 010460984 01  10.94284315 132.54317076    17.8047     215.3   4.4973    2.221   1.097  5888 4.342    0.09534 0.018554    5.15     17.6    142.581
010460984-02 010460984 02 561.49785017 397.33494315    10.5570     764.4   5.2408    3.466   1.097  5888 4.342    1.31644 0.028954  468.89     11.0      0.748
010460984-03 010460984 03 466.18535646 207.37901684     9.8756     611.1   5.5902    3.304   1.097  5888 4.342    1.16290 0.027605  283.25      9.9      0.958
010460984-04 010460984 04 590.04808278 302.32227294     9.5499     730.0   3.7420    3.217   1.097  5888 4.342    1.36069 0.026875  848.46     10.4      0.700
010460984-05 010460984 05 408.08405711 492.31527801     9.3366     563.2   4.8826    2.825   1.097  5888 4.342    1.06415 0.023603  446.68      8.9      1.144
010460984-06 010460984 06 311.12696614 397.17903160     8.7252     565.1   3.7775    2.910   1.097  5888 4.342    0.88810 0.024308  392.23      8.6      1.643
010460984-07 010460984 07 317.19342197 156.65370196     7.8934     524.8   3.4007    2.987   1.097  5888 4.342    0.89960 0.024955  344.21      8.0      1.601
010462462-01 010462462 01   0.85585270 132.01327704    32.0791    4891.3   3.0000    3.021   0.434  3683 4.825    0.01361 0.063781    2.39     -1.0    167.557
010462800-01 010462800 01 311.03305676 409.91658383     7.8172     646.3   2.9926   18.905   6.876  5189 3.062    1.13012 0.025196  568.19      7.2     24.046
010462826-01 010462826 01 700.46682909 140.59234880  1092.9858  102157.6   8.9391   46.515   1.012  6137 4.448    1.56823 0.421207  660.87   1026.2      0.529
010462826-02 010462826 02 632.24548084 291.98954976  1050.5487  102059.5   8.9368   45.864   1.012  6137 4.448    1.46468 0.415313  596.13   1099.2      0.607
010462826-03 010462826 03 531.30772811 443.39299389  1029.6365  103296.6   8.9472   46.949   1.012  6137 4.448    1.30431 0.425139  502.43    905.9      0.765
010462826-04 010462826 04 486.90762732 538.25834720   907.3571  101556.2   8.9209   43.783   1.012  6137 4.448    1.23060 0.396471  459.28    912.1      0.859
010462826-05 010462826 05 517.98939856 191.05843112   852.2612  102305.2   8.9414   45.587   1.012  6137 4.448    1.28242 0.412801  488.41    956.7      0.791
010462826-06 010462826 06 323.51430491 428.60329044   762.8557  102975.6   8.9238   43.913   1.012  6137 4.448    0.93701 0.397644  306.02    895.4      1.482
010462826-07 010462826 07 397.67987969 342.44572283   773.7022    3585.5   8.3205    6.051   1.012  6137 4.448    1.07524 0.054797  385.13     27.1      1.126
010462980-01 010462980 01   0.67817068 131.51256829     8.9741      52.0   2.6356    1.923   2.280  7700 3.960    0.01814 0.007730    1.30      7.0  49776.972
010462980-02 010462980 02   1.76270546 132.28161132     8.8476     109.2   5.7037    2.793   2.280  7700 3.960    0.03429 0.011225    1.43      8.9  13928.600
010462980-03 010462980 03  88.47636646 145.69191517     7.3776     743.4   4.1529    6.814   2.280  7700 3.960    0.46652 0.027388  109.32      7.2     75.228
010462980-04 010462980 04  17.60479271 148.14208923     7.4427     463.7   4.6425    5.314   2.280  7700 3.960    0.15900 0.021360   20.41      9.0    647.599
010462985-01 010462985 01 422.32105865 456.59085601     7.7425     180.4   7.5494    1.485   0.963  5349 4.396    1.04042 0.014131  239.02      6.2      0.628
010464050-01 010464050 01   4.46997912 135.47096866    20.4874     304.3   1.9212    1.928   0.934  5988 4.507    0.05351 0.018913    8.54     23.9    350.896
010464050-02 010464050 02   4.46888679 132.94280716     9.9486     111.4   2.4221    1.137   0.934  5988 4.507    0.05351 0.011151    7.33      9.5    351.011
010464050-03 010464050 03   4.46868236 134.91325060     8.7617     102.5   2.4474    1.121   0.934  5988 4.507    0.05350 0.011001    6.38      9.1    351.032
010464078-01 010464078 01  19.39236908 144.15645068   141.0969    1071.2  14.4771    2.748   0.680  5043 4.591    0.12287 0.037034    5.04     26.8     17.748
010464078-02 010464078 02   9.69662506 136.56192951    69.8936     485.7  16.7175    2.057   0.680  5043 4.591    0.07741 0.027716    1.81     20.8     44.719
010464078-03 010464078 03 447.43764095 227.26549859    57.2673    8326.7  12.7430   11.426   0.680  5043 4.591    0.99584 0.153976  155.12     47.3      0.270
010464078-04 010464078 04  97.01661101 149.70513532    54.3075     428.4  12.8884    1.615   0.680  5043 4.591    0.35942 0.021759   33.16      7.0      2.074
010464666-01 010464666 01 444.54036085 552.97484986   905.6899   57903.1   5.2980   58.017   1.669  5102 3.962    1.11329 0.318556  614.26    996.5      1.364
010464666-02 010464666 02 413.30633503 483.70667172   750.7089   58167.4   5.2974   58.994   1.669  5102 3.962    1.06051 0.323919  571.53    783.1      1.504
010467170-01 010467170 01 337.43438533 428.45651916     7.1613    1186.4   5.9283    2.744   0.788  5196 4.513    0.85738 0.031906  396.12      6.8      0.552
010467309-01 010467309 01 362.90848088 376.36622106     8.5128     605.8  25.7589    5.633   1.504  5948 4.062    0.97963 0.034324   34.41      9.8      2.643
010467431-01 010467431 01 344.86729217 212.18292545     7.6380     874.2   5.1156    2.265   0.734  5495 4.613    0.89591 0.028273  424.20      7.1      0.548
010467444-01 010467444 01 538.94220828 209.81350455     7.8656     319.6  36.2820    6.780   1.953  6054 3.911    1.35164 0.031815   29.31      9.7      2.513
010467491-01 010467491 01 542.38102325 204.62969403     7.4301    1228.3  41.6784    3.714   0.848  5818 4.554    1.27496 0.040130   43.88      8.7      0.454
010467491-02 010467491 02 296.46661115 412.95661467     7.2501    1275.4  29.3027    5.820   0.848  5818 4.554    0.85234 0.062899   27.86      7.8      1.016
010467629-01 010467629 01 536.13995048 215.98947977     9.7261     671.2  36.2007    2.656   1.017  6339 4.454    1.32260 0.023929  113.25     10.4      0.855
010467629-02 010467629 02 547.89165184 196.38232719     7.2220     564.2  29.1852    2.780   1.017  6339 4.454    1.34186 0.025049   75.89      8.1      0.831
010467637-01 010467637 01 535.68249509 217.12564219     9.4419     666.3  18.5243    2.936   0.932  6003 4.507    1.29891 0.028872   96.71      8.2      0.599
010467637-02 010467637 02 544.08425367 213.50392143     9.3134     757.6  12.9242    3.112   0.932  6003 4.507    1.31246 0.030601  145.42      8.5      0.587
010467769-01 010467769 01 538.31039324 211.32628160     8.3282     532.8  14.3413    2.388   0.986  6250 4.472    1.31716 0.022196  234.08      7.4      0.766
010467815-01 010467815 01 365.84705932 153.38472154    14.0071     112.0   7.9182    3.807   3.218  9030 3.822    1.36026 0.010840  198.68      6.6     33.340
010467815-02 010467815 02 340.51632198 279.28751905     9.4069      90.3  22.0187    3.447   3.218  9030 3.822    1.29672 0.009816   62.56      8.8     36.688
010467815-03 010467815 03 348.89096800 199.98304272     8.8635     182.4   4.6444    5.377   3.218  9030 3.822    1.31790 0.015311  177.01      8.4     35.518
010467815-04 010467815 04 630.99150665 309.56207097     7.9580     145.6   5.4008    4.212   3.218  9030 3.822    1.95631 0.011996  610.84      7.4     16.119
010468360-01 010468360 01 428.56960673 211.72563160     7.1542     162.3  10.8525    1.755   1.188  6403 4.358    1.17379 0.013536  147.41      7.5      1.543
010468514-01 010468514 01   0.85001714 131.79040149    52.6195    4719.9   1.1658   14.314   1.676  5164 3.949    0.01703 0.078266    3.43     62.8   6172.367
010468883-01 010468883 01   1.03007245 131.79537648     9.7908      71.7   4.3245    1.458   1.484  7190 4.272    0.02287 0.009002    1.25      9.0  10083.442
010468883-02 010468883 02 315.90440970 134.80102071     7.1490    1185.0   7.1188    8.576   1.484  7190 4.272    1.03998 0.052957  120.16      7.2      4.876
010468885-01 010468885 01   0.66407051 132.08009836     9.0386     126.3   0.9470    0.882   0.797  5178 4.585    0.01434 0.010142    5.42     11.6   1990.196
010468940-01 010468940 01   2.93598517 132.87096213    11.8984     124.5   2.0685    1.407   1.002  5359 4.375    0.03829 0.012864    4.42     12.3    505.983
010468976-01 010468976 01 561.31217916 178.31404935     7.2935     799.5  27.1001    2.562   0.713  5330 4.627    1.22902 0.032926   66.89      7.9      0.243
010469305-01 010469305 01 549.93740768 202.15002695     7.7664    1262.6  39.1112    3.358   0.482  3734 4.770    1.04217 0.063840   39.00      7.9      0.037
010469984-01 010469984 01   0.65605029 132.17389994     7.9210     204.0   1.6214    7.160   4.288  7737 3.415    0.00000 0.015301    1.73      7.5      0.000
010470152-01 010470152 01 275.44639552 150.87813952     7.7540     268.8  13.3040    1.366   0.671  5325 4.652    0.74852 0.018662   64.93      6.7      0.579
010470206-01 010470206 01  46.56941104 169.54447804    45.9973     465.0   7.3237    3.911   1.619  6629 4.132    0.27622 0.022138   28.72     42.4     59.436
010470206-02 010470206 02  46.57157025 175.36939526    29.6588     118.9   7.6032    2.161   1.619  6629 4.132    0.27623 0.012234   16.85     11.1     59.432
010470206-03 010470206 03 386.27408513 199.82086122    12.8366     235.1  16.8479    3.528   1.619  6629 4.132    1.13186 0.019970   45.75      6.7      3.540
010470294-01 010470294 01   0.73446717 131.84404451     7.3591       8.3   4.5229    1.144   3.675  7186 3.568    0.01946 0.002852    1.20      2.3  85189.273
010470294-02 010470294 02   0.96754280 132.18079676    13.7147     129.0   1.9565    4.911   3.675  7186 3.568    0.02339 0.012247    1.99     13.3  58991.284
010470294-03 010470294 03  46.06775331 158.51240576    15.5974     984.8   1.9599   11.891   3.675  7186 3.568    0.30723 0.029652  162.30     11.1    341.837
010470294-04 010470294 04  25.86454678 140.23527719    13.0806     600.3   2.3162   10.929   3.675  7186 3.568    0.20909 0.027252   37.10     10.9    738.032
010470294-05 010470294 05 153.25722362 191.97744893    11.4041    1237.2   3.7524   20.111   3.675  7186 3.568    0.68467 0.050148  115.60     11.6     68.831
010470294-06 010470294 06  71.15954652 168.49962543    11.4476     936.4   2.2835   13.502   3.675  7186 3.568    0.41054 0.033670  112.00     10.1    191.442
010470309-01 010470309 01   1.10164167 132.27372828     7.7358      12.0   3.5178    0.541   1.338  6449 4.252    0.02198 0.003703    1.43      8.3   5742.673
010470619-01 010470619 01 322.38891637 259.15364888     8.5968     154.1  14.6682    1.674   1.224  6504 4.268    0.92428 0.012533  105.30      7.3      2.812
010471090-01 010471090 01 593.18569982 185.83543592     7.2379     277.3   5.5746    2.003   1.078  6292 4.426    1.43958 0.017030  488.71      5.0      0.787
