tce,keep,onEB,onCum,onOther
005769403-02,True,False,False,False
005769427-01,True,False,False,False
005770074-01,False,False,True,False
005771589-01,False,True,True,False
005772411-01,True,False,False,False
005772756-01,True,False,False,False
005773489-01,True,False,False,False
005774375-01,False,False,False,False
005774375-02,False,False,False,False
005774375-03,False,False,False,False
005774557-01,True,False,False,False
005774743-01,True,False,False,False
005774743-02,True,False,False,False
005774743-03,True,False,False,False
005774743-04,True,False,False,False
005774743-05,True,False,False,False
005774743-06,True,False,False,False
005774743-07,True,False,False,False
005775128-01,True,False,False,False
005775128-02,True,False,False,False
005775128-03,True,False,False,False
005775232-01,True,False,False,False
005775232-02,True,False,False,False
005775232-03,True,False,False,False
005775232-04,True,False,False,False
005780269-01,True,False,False,False
005780269-02,True,False,False,False
005780269-03,True,False,False,False
005780269-04,True,False,False,False
005780460-01,False,False,True,False
005780715-01,False,False,True,False
005780782-01,True,False,False,False
005780782-02,True,False,False,False
005780782-03,True,False,False,False
005780782-04,True,False,False,False
005780782-05,True,False,False,False
005780782-06,True,False,False,False
005780885-01,False,False,True,False
005781192-01,False,True,True,False
005781192-02,False,True,True,False
005781192-03,False,True,True,False
005781774-01,True,False,False,False
005781774-02,True,False,False,False
005782709-01,True,False,False,False
005783203-01,True,False,False,False
005783203-02,True,False,False,False
005783468-01,True,False,False,False
005783898-01,True,False,False,False
005784204-01,True,False,False,False
005784345-01,True,False,False,False
005784777-01,False,False,True,False
005785707-01,True,False,False,False
005785811-01,True,False,False,False
005786154-01,False,True,False,False
005786154-02,False,True,False,False
005786154-03,False,True,False,False
005786154-04,False,True,False,False
005786154-05,False,True,False,False
005786369-01,True,False,False,False
005786376-01,True,False,False,False
005786376-02,True,False,False,False
005786676-01,False,False,True,False
005786676-02,False,False,True,False
005786676-03,False,False,True,False
005786938-01,True,False,False,False
005786938-02,True,False,False,False
005786938-03,True,False,False,False
005787972-01,True,False,False,False
005787972-02,True,False,False,False
005787972-03,True,False,False,False
005787972-04,True,False,False,False
005787972-05,True,False,False,False
005787972-06,True,False,False,False
005787972-07,True,False,False,False
005787972-08,True,False,False,False
005787972-09,True,False,False,False
005788332-01,True,False,False,False
005788363-01,True,False,False,False
005788363-02,True,False,False,False
005788623-01,True,False,False,False
005788623-02,True,False,False,False
005790807-01,False,True,True,False
005790807-02,False,True,True,False
005790807-03,False,True,True,False
005790807-04,False,True,True,False
005791202-01,True,False,False,False
005791786-01,True,False,False,False
005791786-02,True,False,False,False
005791986-01,False,False,True,False
005792202-01,False,False,True,False
005792202-02,False,False,True,False
005792202-03,False,False,True,False
005792500-01,True,False,False,False
005792656-01,True,False,False,False
005792656-02,True,False,False,False
005792900-01,True,False,False,False
005792900-02,True,False,False,False
005792900-03,True,False,False,False
005792900-04,True,False,False,False
005792900-05,True,False,False,False
005793963-01,True,False,False,False
005794038-01,True,False,False,False
005794038-02,True,False,False,False
005794197-01,True,False,False,False
005794197-02,True,False,False,False
005794379-01,False,False,True,False
005794570-01,False,False,True,False
005794570-02,False,False,True,False
005794722-01,True,False,False,False
005795353-01,True,False,False,False
005795465-01,True,False,False,False
005795522-01,True,False,False,False
005795522-02,True,False,False,False
005795648-01,False,True,True,False
005795648-02,False,True,True,False
005795689-01,True,False,False,False
005796160-01,True,False,False,False
005796185-01,False,True,True,False
005796185-02,False,True,True,False
005796675-01,False,True,True,False
005796675-02,False,True,True,False
005801452-01,True,False,False,False
005801452-02,True,False,False,False
005801452-03,True,False,False,False
005801452-04,True,False,False,False
005801452-06,True,False,False,False
005801556-01,True,False,False,False
005801556-02,True,False,False,False
005801571-01,False,True,True,False
005801571-02,False,True,True,False
005801925-01,True,False,False,False
005802246-01,False,False,True,False
005802285-01,False,True,True,False
005802398-01,True,False,False,False
005802478-01,False,False,True,False
005802479-01,True,False,False,False
005802486-01,False,True,True,False
005802562-01,True,False,False,False
005802562-02,True,False,False,False
005802562-03,True,False,False,False
005803473-01,True,False,False,False
005806583-01,True,False,False,False
005806583-02,True,False,False,False
005806613-01,True,False,False,False
005806861-01,True,False,False,False
005806877-01,True,False,False,False
005807415-01,True,False,False,False
005807415-02,True,False,False,False
005808231-01,True,False,False,False
005808231-02,True,False,False,False
005808241-01,True,False,False,False
005808673-01,True,False,False,False
005809631-01,True,False,False,False
005810113-01,True,False,False,False
005810113-02,True,False,False,False
005810197-01,True,False,False,False
005810197-02,True,False,False,False
005810197-03,True,False,False,False
005810806-01,True,False,False,False
005810806-02,True,False,False,False
005810806-03,True,False,False,False
005810806-04,True,False,False,False
005810806-05,True,False,False,False
005810806-06,True,False,False,False
005810806-07,True,False,False,False
005811454-01,True,False,False,False
005811454-02,True,False,False,False
005811454-03,True,False,False,False
005811943-01,True,False,False,False
005812648-01,True,False,False,False
005812701-01,False,False,True,False
005812701-02,False,False,True,False
005812960-01,False,False,True,False
005814568-01,True,False,False,False
005814635-01,False,False,True,False
005814635-02,False,False,True,False
005814635-03,False,False,True,False
005814635-04,False,False,True,False
005814635-05,False,False,True,False
005816139-01,True,False,False,False
005816139-02,True,False,False,False
005816165-01,False,False,True,False
005816288-01,True,False,False,False
005816671-01,True,False,False,False
005816671-02,True,False,False,False
005816671-03,True,False,False,False
005816671-04,True,False,False,False
005816811-01,False,False,True,False
005817023-01,True,False,False,False
005817210-01,True,False,False,False
005817210-02,True,False,False,False
005817210-03,True,False,False,False
005817533-01,False,False,True,False
005817553-01,False,False,True,False
005817566-01,False,True,True,False
005817566-02,False,True,True,False
005817566-03,False,True,True,False
005817657-01,True,False,False,False
005818068-01,False,False,True,False
005818068-03,False,False,True,False
005818068-04,False,False,True,False
005818068-05,False,False,True,False
005818068-06,False,False,True,False
005818068-08,False,False,True,False
005818165-01,True,False,False,False
005818205-01,True,False,False,False
005818706-01,False,True,False,False
005819013-01,True,False,False,False
005819013-02,True,False,False,False
005819157-01,True,False,False,False
005819178-01,True,False,False,False
005819178-02,True,False,False,False
005819807-01,True,False,False,False
005819807-02,True,False,False,False
005819807-03,True,False,False,False
005819807-04,True,False,False,False
005819807-05,True,False,False,False
005819807-06,True,False,False,False
005819807-07,True,False,False,False
005819814-01,True,False,False,False
005819814-02,True,False,False,False
005820003-01,True,False,False,False
005820381-01,True,False,False,False
005820612-01,True,False,False,False
005820612-02,True,False,False,False
005820612-03,True,False,False,False
005821056-01,True,False,False,False
005821056-02,True,False,False,False
005821165-01,True,False,False,False
005821165-02,True,False,False,False
005821165-03,True,False,False,False
005821165-04,True,False,False,False
005821165-05,True,False,False,False
005821354-01,True,False,False,False
005821354-02,True,False,False,False
005821354-03,True,False,False,False
005822171-01,True,False,False,False
005822363-01,True,False,False,False
005823133-01,True,False,False,False
005823159-01,True,False,False,False
005823159-02,True,False,False,False
005823170-01,True,False,False,False
005823170-02,True,False,False,False
005823170-03,True,False,False,False
005823170-04,True,False,False,False
005823170-05,True,False,False,False
005823587-01,True,False,False,False
005823587-02,True,False,False,False
005823587-03,True,False,False,False
005823587-04,True,False,False,False
005853557-01,True,False,False,False
005853692-01,False,False,False,True
005853692-02,False,False,False,True
005853692-03,False,False,False,True
005853692-04,False,False,False,True
005855789-01,True,False,False,False
005855851-01,True,False,False,False
005855851-02,True,False,False,False
005855851-03,True,False,False,False
005855851-04,True,False,False,False
005856571-01,False,False,True,False
005856571-02,False,False,True,False
005857714-01,True,False,False,False
005857714-02,True,False,False,False
005858670-01,True,False,False,False
005858919-01,True,False,False,False
005859492-01,True,False,False,False
005865262-01,True,False,False,False
005865766-01,True,False,False,False
005866001-01,True,False,False,False
005866001-02,True,False,False,False
005866001-03,True,False,False,False
005866098-01,True,False,False,False
005866099-01,False,True,True,False
005866104-01,False,True,True,False
005866104-02,False,True,True,False
005866138-01,False,True,False,False
005866138-02,False,True,False,False
005866555-01,True,False,False,False
005866555-02,True,False,False,False
005866724-01,False,False,True,False
005866724-02,False,False,True,False
005866724-03,False,False,True,False
005866724-04,False,False,True,False
005866724-06,False,False,True,False
005868456-01,True,False,False,False
005869284-01,True,False,False,False
005869284-02,True,False,False,False
005870299-01,True,False,False,False
005870759-01,True,False,False,False
005871055-01,True,False,False,False
005871082-01,True,False,False,False
005871970-01,True,False,False,False
005872232-01,True,False,False,False
005872283-01,True,False,False,False
005872493-01,True,False,False,False
005872552-01,True,False,False,False
005872581-01,True,False,False,False
005872779-01,True,False,False,False
005872972-01,True,False,False,False
005872972-02,True,False,False,False
005872972-03,True,False,False,False
005872972-04,True,False,False,False
005872972-05,True,False,False,False
005872972-06,True,False,False,False
005872972-07,True,False,False,False
005872972-08,True,False,False,False
005873209-01,True,False,False,False
005876187-01,True,False,False,False
005876252-01,True,False,False,False
005876360-01,False,True,True,False
005876360-02,False,True,True,False
005876368-01,False,False,True,False
005876368-02,False,False,True,False
005876714-01,True,False,False,False
005876714-02,True,False,False,False
005876805-01,False,True,True,False
005877364-01,False,True,False,True
005877364-02,False,True,False,True
005877364-03,False,True,False,True
005877364-04,False,True,False,True
005877364-05,False,True,False,True
005877364-06,False,True,False,True
005877364-07,False,True,False,True
005877364-08,False,True,False,True
005879187-01,True,False,False,False
005879318-01,True,False,False,False
005879574-01,True,False,False,False
005879574-02,True,False,False,False
005879583-01,True,False,False,False
005879583-02,True,False,False,False
005880770-01,True,False,False,False
005881108-01,True,False,False,False
005881120-01,False,False,True,False
005881213-02,True,False,False,False
005881213-03,True,False,False,False
005881213-04,True,False,False,False
005881213-05,True,False,False,False
005881213-06,True,False,False,False
005881664-01,True,False,False,False
005881688-01,False,False,True,False
005887316-01,False,True,False,False
005887316-02,False,True,False,False
005887316-03,False,True,False,False
005887316-04,False,True,False,False
005888009-01,True,False,False,False
005888069-01,True,False,False,False
005888577-01,True,False,False,False
005891196-01,True,False,False,False
005891708-01,True,False,False,False
005891708-02,True,False,False,False
005891975-01,True,False,False,False
005891975-02,True,False,False,False
005891975-03,True,False,False,False
005892660-01,True,False,False,False
005892660-02,True,False,False,False
005892660-03,True,False,False,False
005892916-01,True,False,False,False
005892969-01,True,False,False,False
005892969-02,True,False,False,False
005893123-01,False,False,True,False
005893123-02,False,False,True,False
005893123-04,False,False,True,False
005893123-05,False,False,True,False
005893123-06,False,False,True,False
005893123-07,False,False,True,False
005893680-01,True,False,False,False
005893839-01,True,False,False,False
005893839-02,True,False,False,False
005893839-03,True,False,False,False
005893839-04,True,False,False,False
005893839-05,True,False,False,False
005893839-06,True,False,False,False
005893839-07,True,False,False,False
005893839-08,True,False,False,False
005893839-09,True,False,False,False
005894044-01,True,False,False,False
005894044-02,True,False,False,False
005894449-01,True,False,False,False
005894549-01,True,False,False,False
005894825-01,False,False,True,False
005894972-01,True,False,False,False
005894972-02,True,False,False,False
005894972-03,True,False,False,False
005894972-04,True,False,False,False
005895238-01,True,False,False,False
005895238-02,True,False,False,False
005895238-03,True,False,False,False
005895238-04,True,False,False,False
005895588-01,False,False,True,False
005896353-01,True,False,False,False
005896353-02,True,False,False,False
005896439-01,True,False,False,False
005896439-02,True,False,False,False
005896439-03,True,False,False,False
005897826-01,False,True,True,False
005898018-01,True,False,False,False
005898780-01,True,False,False,False
005898780-02,True,False,False,False
005899544-01,False,False,True,False
005900260-01,True,False,False,False
005900574-01,True,False,False,False
005902653-01,True,False,False,False
005902653-02,True,False,False,False
005902653-03,True,False,False,False
005902653-04,True,False,False,False
005902653-05,True,False,False,False
005903029-01,True,False,False,False
005903301-01,False,True,True,False
005903301-02,False,True,True,False
005904622-01,True,False,False,False
005904699-01,True,False,False,False
005904928-01,True,False,False,False
005905179-01,True,False,False,False
005905234-01,True,False,False,False
005905234-02,True,False,False,False
005905735-01,True,False,False,False
005905735-02,True,False,False,False
005906502-01,True,False,False,False
005906502-02,True,False,False,False
005908086-01,False,False,True,False
005908086-02,False,False,True,False
005938266-01,True,False,False,False
005938266-02,True,False,False,False
005940273-01,True,False,False,False
005940273-02,True,False,False,False
005940273-03,True,False,False,False
005940273-04,True,False,False,False
005940490-01,True,False,False,False
005940490-02,True,False,False,False
005941836-01,True,False,False,False
005941885-01,True,False,False,False
005941885-02,True,False,False,False
005941928-01,True,False,False,False
005942093-01,False,True,True,False
005942300-01,True,False,False,False
005943622-01,True,False,False,False
005943771-01,True,False,False,False
005944240-01,False,True,False,False
005950759-01,True,False,False,False
005951134-01,True,False,False,False
005951527-01,True,False,False,False
005951946-01,True,False,False,False
005951961-01,True,False,False,False
005952329-01,True,False,False,False
005952329-02,True,False,False,False
005952366-01,False,False,True,False
005952366-02,False,False,True,False
005952366-03,False,False,True,False
005952403-01,False,True,True,False
005952403-02,False,True,True,False
005954627-01,True,False,False,False
005955089-01,True,False,False,False
005955168-01,True,False,False,False
005955234-01,True,False,False,False
005955253-01,True,False,False,False
005955321-01,False,True,True,False
005955321-02,False,True,True,False
005956106-01,True,False,False,False
005956123-01,True,False,False,False
005956288-01,True,False,False,False
005956504-01,True,False,False,False
005956717-01,True,False,False,False
005956776-01,False,False,True,False
005956776-02,False,False,True,False
005956819-01,True,False,False,False
005956819-02,True,False,False,False
005956819-03,True,False,False,False
005956837-01,True,False,False,False
005956859-01,True,False,False,False
005956859-02,True,False,False,False
005957002-01,True,False,False,False
005957027-01,True,False,False,False
005957093-01,True,False,False,False
005957093-02,True,False,False,False
005957093-03,True,False,False,False
005957093-04,True,False,False,False
005957093-05,True,False,False,False
005957093-06,True,False,False,False
005957181-01,True,False,False,False
005957211-01,True,False,False,False
005957211-02,True,False,False,False
005957288-01,True,False,False,False
005957288-02,True,False,False,False
005959753-01,False,False,True,False
005959837-01,True,False,False,False
005959837-02,True,False,False,False
005959837-05,True,False,False,False
005959837-06,True,False,False,False
005960899-01,True,False,False,False
005960899-02,True,False,False,False
005960989-01,False,True,False,False
005961350-01,False,True,True,False
005961350-02,False,True,True,False
005961350-03,False,True,True,False
005962180-01,True,False,False,False
005962180-02,True,False,False,False
005962180-03,True,False,False,False
005962180-04,True,False,False,False
005962180-05,True,False,False,False
005962180-06,True,False,False,False
005962180-07,True,False,False,False
005962451-01,True,False,False,False
005962716-01,False,True,True,False
005962716-02,False,True,True,False
005962873-01,True,False,False,False
005963222-01,False,False,True,False
005963222-02,False,False,True,False
005963222-03,False,False,True,False
005963591-01,True,False,False,False
005964069-01,True,False,False,False
005964069-02,True,False,False,False
005964069-03,True,False,False,False
005964069-04,True,False,False,False
005964069-05,True,False,False,False
005964069-06,True,False,False,False
005964173-01,True,False,False,False
005964173-02,True,False,False,False
005964350-01,True,False,False,False
005964350-02,True,False,False,False
005964483-01,True,False,False,False
005966154-01,False,False,True,False
005966154-02,False,False,True,False
005966212-01,True,False,False,False
005966212-02,True,False,False,False
005966212-03,True,False,False,False
005966322-01,False,False,True,False
005966660-01,False,False,True,False
005966660-02,False,False,True,False
005967315-01,True,False,False,False
005976166-01,True,False,False,False
005976681-01,True,False,False,False
005976681-02,True,False,False,False
005977646-01,True,False,False,False
005977646-02,True,False,False,False
005977646-03,True,False,False,False
005977984-01,True,False,False,False
005977984-02,True,False,False,False
005977984-03,True,False,False,False
005977984-04,True,False,False,False
005978154-01,True,False,False,False
005978295-01,True,False,False,False
005978295-02,True,False,False,False
005978295-03,True,False,False,False
005978436-01,True,False,False,False
005978436-02,True,False,False,False
005978436-03,True,False,False,False
005978436-04,True,False,False,False
005978436-05,True,False,False,False
005978862-01,True,False,False,False
005978862-02,True,False,False,False
005978862-03,True,False,False,False
005978862-04,True,False,False,False
005978913-01,True,False,False,False
005978913-02,True,False,False,False
005978913-03,True,False,False,False
005978913-04,True,False,False,False
005979863-01,False,True,True,False
005979866-01,True,False,False,False
005979866-02,True,False,False,False
005980354-01,False,False,True,False
005980555-01,True,False,False,False
005980555-02,True,False,False,False
005980674-01,True,False,False,False
005980800-01,True,False,False,False
005980800-02,True,False,False,False
005981039-01,True,False,False,False
005981039-02,True,False,False,False
005981444-01,True,False,False,False
005981444-02,True,False,False,False
005981819-01,True,False,False,False
005982073-01,True,False,False,False
005982073-02,True,False,False,False
005982073-03,True,False,False,False
005982353-01,False,True,True,False
005982368-01,False,False,True,False
005982368-02,False,False,True,False
005982378-01,True,False,False,False
005982378-02,True,False,False,False
005982378-03,True,False,False,False
005982378-04,True,False,False,False
005982499-01,True,False,False,False
005982499-02,True,False,False,False
005983348-01,False,True,True,False
005983351-01,True,False,False,False
005984278-01,True,False,False,False
005984278-02,True,False,False,False
005984615-01,True,False,False,False
005984615-02,True,False,False,False
005985073-01,True,False,False,False
005985441-01,True,False,False,False
005985441-02,True,False,False,False
005985441-03,True,False,False,False
005985441-04,True,False,False,False
005985441-05,True,False,False,False
005986270-01,False,False,True,False
005988140-01,True,False,False,False
005988140-02,True,False,False,False
005988140-03,True,False,False,False
005988140-04,True,False,False,False
005988387-01,True,False,False,False
005988566-01,True,False,False,False
005988566-02,True,False,False,False
005989391-01,True,False,False,False
005989391-02,True,False,False,False
005989391-03,True,False,False,False
005989391-04,True,False,False,False
005989391-05,True,False,False,False
005989391-06,True,False,False,False
005989391-07,True,False,False,False
005990753-01,False,True,True,False
005990915-01,True,False,False,False
005990915-02,True,False,False,False
005991591-01,True,False,False,False
005991936-01,False,False,True,False
005992270-01,False,True,True,False
006019416-01,True,False,False,False
006019416-02,True,False,False,False
006020753-01,False,False,True,False
006020848-01,True,False,False,False
006020848-04,True,False,False,False
006020867-01,True,False,False,False
006020898-01,True,False,False,False
006020929-01,True,False,False,False
006021718-01,True,False,False,False
006022556-01,False,False,True,False
006022556-02,False,False,True,False
006022556-03,False,False,True,False
006022792-01,True,False,False,False
006022792-02,True,False,False,False
006022792-03,True,False,False,False
006022792-04,True,False,False,False
006022792-05,True,False,False,False
006022792-06,True,False,False,False
006022792-07,True,False,False,False
006023835-01,True,False,False,False
006024477-01,True,False,False,False
006025151-01,True,False,False,False
006025466-01,False,True,False,False
006028860-01,False,True,True,False
006028860-02,False,True,True,False
006028860-03,False,True,True,False
006029090-01,True,False,False,False
006029214-01,True,False,False,False
006029214-02,True,False,False,False
006029239-01,False,False,True,False
006032172-01,True,False,False,False
006032320-01,True,False,False,False
006032730-01,True,False,False,False
006032730-02,True,False,False,False
006032730-03,True,False,False,False
006032730-04,True,False,False,False
006032730-05,True,False,False,False
006032730-06,True,False,False,False
006032730-07,True,False,False,False
006032730-08,True,False,False,False
006032730-09,True,False,False,False
006032844-01,True,False,False,False
006033411-01,True,False,False,False
006033489-01,True,False,False,False
006033824-01,True,False,False,False
006034166-01,True,False,False,False
006034923-01,True,False,False,False
006035335-01,False,False,True,False
006035335-02,False,False,True,False
006035466-01,True,False,False,False
006035466-02,True,False,False,False
006035466-03,True,False,False,False
006036213-01,True,False,False,False
006037009-01,True,False,False,False
006037581-01,False,False,True,False
006037581-02,False,False,True,False
006037612-01,True,False,False,False
006037612-02,True,False,False,False
006037612-03,True,False,False,False
006037983-01,True,False,False,False
006037990-01,True,False,False,False
006038355-01,True,False,False,False
006038432-01,True,False,False,False
006038509-01,True,False,False,False
006038520-01,True,False,False,False
006038713-01,True,False,False,False
006038713-02,True,False,False,False
006038732-01,True,False,False,False
006038752-01,True,False,False,False
006038777-01,True,False,False,False
006039039-01,True,False,False,False
006039091-01,True,False,False,False
006039095-01,True,False,False,False
006039095-02,True,False,False,False
006039095-03,True,False,False,False
006039219-01,True,False,False,False
006039264-01,True,False,False,False
006039270-02,True,False,False,False
006039270-03,True,False,False,False
006039392-01,True,False,False,False
006039392-02,True,False,False,False
006041551-01,True,False,False,False
006041680-01,True,False,False,False
006041680-02,True,False,False,False
006041803-01,True,False,False,False
006041803-02,True,False,False,False
006042116-01,False,True,True,False
006042191-01,False,True,False,True
006042423-01,True,False,False,False
006042691-01,True,False,False,False
006044064-01,False,True,True,False
006044064-02,False,True,True,False
006044064-03,False,True,True,False
006044553-01,False,False,True,False
006044768-01,True,False,False,False
006044909-01,True,False,False,False
006045250-01,False,False,True,False
006045511-01,True,False,False,False
006046217-01,True,False,False,False
006046311-01,False,False,True,False
006046311-02,False,False,True,False
006047339-01,True,False,False,False
006047498-01,False,True,True,False
006047498-02,False,True,True,False
006048024-01,False,True,True,False
006048106-01,False,True,True,False
006048106-02,False,True,True,False
006048137-01,True,False,False,False
006048137-02,True,False,False,False
006048137-03,True,False,False,False
006048137-04,True,False,False,False
006048255-01,True,False,False,False
006048876-01,True,False,False,False
006048956-01,True,False,False,False
006048956-02,True,False,False,False
006048956-03,True,False,False,False
006049886-01,True,False,False,False
006049999-01,True,False,False,False
006050154-01,True,False,False,False
006057080-01,True,False,False,False
006057233-01,True,False,False,False
006057401-01,True,False,False,False
006057401-02,True,False,False,False
006057401-03,True,False,False,False
006057401-04,True,False,False,False
006057606-01,True,False,False,False
006057776-01,True,False,False,False
006058544-01,True,False,False,False
006058614-01,False,True,True,False
006058614-02,False,True,True,False
006058875-01,False,True,True,False
006058875-03,False,True,True,False
006058896-01,False,False,True,False
006058896-02,False,False,True,False
006059860-01,True,False,False,False
006059860-02,True,False,False,False
006059860-03,True,False,False,False
006059860-04,True,False,False,False
006059860-05,True,False,False,False
006059860-06,True,False,False,False
006059860-07,True,False,False,False
006059860-09,True,False,False,False
006059860-10,True,False,False,False
006060277-01,True,False,False,False
006060585-01,True,False,False,False
006061584-01,True,False,False,False
006061584-02,True,False,False,False
006062088-01,False,False,True,False
006062088-02,False,False,True,False
006062088-03,False,False,True,False
006062088-04,False,False,True,False
006062088-05,False,False,True,False
006062766-01,True,False,False,False
006062984-01,True,False,False,False
006063220-01,False,False,True,False
006063220-02,False,False,True,False
006063220-03,False,False,True,False
006063220-04,False,False,True,False
006063291-01,True,False,False,False
006063322-01,True,False,False,False
006063322-02,True,False,False,False
006063448-01,False,True,True,False
006063448-02,False,True,True,False
006064051-01,True,False,False,False
006064051-02,True,False,False,False
006064237-01,True,False,False,False
006064237-02,True,False,False,False
006064684-01,True,False,False,False
006064932-01,True,False,False,False
006065102-01,True,False,False,False
006065351-01,True,False,False,False
006065351-02,True,False,False,False
006065351-03,True,False,False,False
006065535-01,True,False,False,False
006065651-01,True,False,False,False
006065678-01,True,False,False,False
006065678-02,True,False,False,False
006065699-01,True,False,False,False
006065699-02,True,False,False,False
006065699-03,True,False,False,False
006065699-04,True,False,False,False
006065699-05,True,False,False,False
006065699-06,True,False,False,False
006065699-07,True,False,False,False
006065699-08,True,False,False,False
006065699-09,True,False,False,False
006065823-01,True,False,False,False
006065934-01,True,False,False,False
006065934-02,True,False,False,False
006066379-01,False,True,True,False
006066403-01,False,False,True,False
006066675-01,True,False,False,False
006066675-02,True,False,False,False
006066675-03,True,False,False,False
006067634-01,True,False,False,False
006067817-01,True,False,False,False
006067817-02,True,False,False,False
006067817-03,True,False,False,False
006067817-04,True,False,False,False
006068144-01,True,False,False,False
006068144-02,True,False,False,False
006068144-03,True,False,False,False
006068144-04,True,False,False,False
006068144-05,True,False,False,False
006068502-01,True,False,False,False
006068502-02,True,False,False,False
006068502-03,True,False,False,False
006068502-04,True,False,False,False
006068502-05,True,False,False,False
006068947-01,False,False,True,False
006069985-01,True,False,False,False
006069985-02,True,False,False,False
006070312-01,True,False,False,False
006070392-01,True,False,False,False
006070392-02,True,False,False,False
006070714-01,True,False,False,False
006070714-02,True,False,False,False
006071684-01,True,False,False,False
006071684-02,True,False,False,False
006071684-03,True,False,False,False
006071684-04,True,False,False,False
006071903-01,False,False,True,False
006072771-01,True,False,False,False
006073006-01,True,False,False,False
006099785-01,True,False,False,False
006100702-01,True,False,False,False
006100702-02,True,False,False,False
006100702-03,True,False,False,False
006102550-01,True,False,False,False
006103049-01,False,True,True,False
006103049-02,False,True,True,False
006103049-03,False,True,True,False
006104237-01,True,False,False,False
006105491-01,False,True,False,False
006109670-01,True,False,False,False
006109688-01,False,True,True,False
006109688-02,False,True,True,False
006109871-01,True,False,False,False
006110119-01,True,False,False,False
006110695-01,True,False,False,False
006113656-01,True,False,False,False
006113656-02,True,False,False,False
006113656-04,True,False,False,False
006113656-05,True,False,False,False
006113656-06,True,False,False,False
006113824-01,True,False,False,False
006113864-01,True,False,False,False
006113864-02,True,False,False,False
006113871-01,True,False,False,False
006114118-01,True,False,False,False
006114118-02,True,False,False,False
006114118-03,True,False,False,False
006114118-04,True,False,False,False
006114118-05,True,False,False,False
006114118-06,True,False,False,False
006114118-07,True,False,False,False
006114118-08,True,False,False,False
006114140-01,False,False,False,False
006114171-01,True,False,False,False
006114387-01,True,False,False,False
006114387-02,True,False,False,False
006114387-03,True,False,False,False
006114387-04,True,False,False,False
006114387-05,True,False,False,False
006114387-06,True,False,False,False
006114387-07,True,False,False,False
006114387-08,True,False,False,False
006114387-09,True,False,False,False
006114539-01,True,False,False,False
006114967-01,True,False,False,False
006115025-01,True,False,False,False
006115025-02,True,False,False,False
006115025-03,True,False,False,False
006115466-01,True,False,False,False
006115511-01,True,False,False,False
006115603-01,True,False,False,False
006115603-02,True,False,False,False
006115603-03,True,False,False,False
006115603-04,True,False,False,False
006115603-05,True,False,False,False
006115603-06,True,False,False,False
006115603-07,True,False,False,False
006115903-01,True,False,False,False
006116068-01,True,False,False,False
006116068-02,True,False,False,False
006116068-03,True,False,False,False
006116172-01,True,False,False,False
006116172-02,True,False,False,False
006116172-03,True,False,False,False
006116612-01,True,False,False,False
006117156-01,True,False,False,False
006117415-01,False,True,True,False
006117516-01,True,False,False,False
006118195-01,True,False,False,False
006118479-01,True,False,False,False
006119295-01,True,False,False,False
006119407-01,True,False,False,False
006119407-02,True,False,False,False
006119634-01,True,False,False,False
006119788-01,True,False,False,False
006119788-02,True,False,False,False
006119788-03,True,False,False,False
006119818-01,True,False,False,False
006119848-02,True,False,False,False
006119877-01,True,False,False,False
006119877-02,True,False,False,False
006119877-03,True,False,False,False
006119914-01,True,False,False,False
006119914-02,True,False,False,False
006119970-01,True,False,False,False
006120098-01,True,False,False,False
006120133-01,True,False,False,False
006123324-01,True,False,False,False
006123324-02,True,False,False,False
006123381-01,True,False,False,False
006124219-01,True,False,False,False
006124391-01,False,False,False,True
006125481-01,False,False,True,False
006125534-01,True,False,False,False
006125731-01,True,False,False,False
006125804-01,True,False,False,False
006126562-01,True,False,False,False
006127083-02,True,False,False,False
006127239-01,True,False,False,False
006127822-01,True,False,False,False
006127822-02,True,False,False,False
006127822-03,True,False,False,False
006127822-04,True,False,False,False
006127822-05,True,False,False,False
006127822-06,True,False,False,False
006127822-07,True,False,False,False
006127822-08,True,False,False,False
006128027-01,False,True,True,False
006128027-02,False,True,True,False
006128141-01,False,True,True,False
006128141-02,False,True,True,False
006128141-03,False,True,True,False
006128141-04,False,True,True,False
006128141-05,False,True,True,False
006128200-01,True,False,False,False
006128200-02,True,False,False,False
006128200-03,True,False,False,False
006128200-04,True,False,False,False
006128200-05,True,False,False,False
006128200-06,True,False,False,False
006128200-07,True,False,False,False
006128200-08,True,False,False,False
006128330-01,False,False,False,True
006128330-02,False,False,False,True
006128330-03,False,False,False,True
006128330-04,False,False,False,True
006128330-05,False,False,False,True
006128830-01,True,False,False,False
006128830-02,True,False,False,False
006128830-03,True,False,False,False
006128841-01,True,False,False,False
006128841-02,True,False,False,False
006129694-01,False,False,True,False
006129694-02,False,False,True,False
006129694-03,False,False,True,False
006129694-04,False,False,True,False
006129694-05,False,False,True,False
006130500-01,True,False,False,False
006130679-01,True,False,False,False
006131612-01,True,False,False,False
006131659-02,False,True,True,False
006131659-04,False,True,True,False
006131772-01,True,False,False,False
006132064-01,True,False,False,False
006132064-02,True,False,False,False
006132088-01,True,False,False,False
006137885-01,False,True,False,False
006138109-01,True,False,False,False
006138109-02,True,False,False,False
006138109-03,True,False,False,False
006138109-04,True,False,False,False
006138109-05,True,False,False,False
006139591-01,True,False,False,False
006139982-01,True,False,False,False
006140084-01,True,False,False,False
006140084-02,True,False,False,False
006140084-03,True,False,False,False
